S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
17,Spices,Supernova Cumin Powder,"Finely ground roasted jeera seeds for earthy, warm curry flavoring.",100 g,₹82.00,₹80.00,https://supernovafoods.in/wp-content/uploads/cumin-powder-100g.jpg
18,Masala,Supernova Egg Curry Masala,Spicy masala formulation designed for boiled egg and omelet curries.,100 g,₹52.00,₹50.00,https://supernovafoods.in/wp-content/uploads/egg-curry-masala-100g.jpg
19,Masala,Supernova Fish Curry Masala,Traditional Kerala spice mix for tangy and spicy fish gravies.,100 g,₹68.00,₹65.00,https://supernovafoods.in/wp-content/uploads/fish-curry-masala-100g.jpg
20,Masala,Supernova Fish Fry Masala,Crispy marination mix for coating and pan frying fish.,100 g,₹65.00,₹62.00,https://supernovafoods.in/wp-content/uploads/fish-fry-masala-100g.jpg
21,Masala,Supernova Garam Masala,Aromatic blend of whole ground spices for finishing gravies.,100 g,₹115.00,₹110.00,https://supernovafoods.in/wp-content/uploads/garam-masala-100g.jpg
22,Spices,Supernova Kashmiri Chilly Powder,Mild spicy chilly powder delivering vivid natural red color.,100 g,₹95.00,₹92.00,https://supernovafoods.in/wp-content/uploads/kashmiri-chilly-100g.jpg
23,Spices,Supernova Kashmiri Chilly Powder,Medium pack of low-heat Kashmiri chilly powder.,250 g,₹230.00,₹222.00,https://supernovafoods.in/wp-content/uploads/kashmiri-chilly-250g.jpg
24,Spices,Supernova Kashmiri Chilly Powder,500g bulk pack of vivid red Kashmiri chilly powder.,500 g,₹450.00,₹440.00,https://supernovafoods.in/wp-content/uploads/kashmiri-chilly-500g.jpg
25,Spices,Supernova Kashmiri Chilly Powder,1kg family pack of premium grade Kashmiri red chilly.,1 kg,₹890.00,₹870.00,https://supernovafoods.in/wp-content/uploads/kashmiri-chilly-1kg.jpg
26,Masala,Supernova Meat Masala,Rich dark spice blend formulated for beef and mutton curries.,100 g,₹68.00,₹66.00,https://supernovafoods.in/wp-content/uploads/meat-masala-100g.jpg
27,Masala,Supernova Meat Fry Masala,Kerala roast spice blend for beef roast and dry meat fry.,100 g,₹70.00,₹68.00,https://supernovafoods.in/wp-content/uploads/meat-fry-masala-100g.jpg
28,Pickles,Supernova Mango Pickle,Traditional spicy cut mango pickle steeped in mustard oil and spices.,400 g,₹110.00,₹105.00,https://supernovafoods.in/wp-content/uploads/mango-pickle-400g.jpg
29,Pickles,Supernova Tender Mango Pickle,Whole tender baby mango pickle cured in authentic Kerala spices.,400 g,₹145.00,₹138.00,https://supernovafoods.in/wp-content/uploads/tender-mango-400g.jpg
30,Pickles,Supernova Lemon Pickle,Juicy salted lemons seasoned with spicy chilli and asafoetida.,400 g,₹105.00,₹100.00,https://supernovafoods.in/wp-content/uploads/lemon-pickle-400g.jpg
31,Pickles,Supernova Garlic Pickle,Full garlic cloves pickled in hot chilli oil and fenugreek.,400 g,₹130.00,₹122.00,https://supernovafoods.in/wp-content/uploads/garlic-pickle-400g.jpg
32,Pickles,Supernova Dates Pickle,Sweet and spicy date pickle enjoyed with biryani and meals.,400 g,₹135.00,₹128.00,https://supernovafoods.in/wp-content/uploads/dates-pickle-400g.jpg
33,Pickles,Supernova Mixed Vegetable Pickle,Crunchy mixed vegetables pickled with traditional Indian spices.,400 g,₹115.00,₹108.00,https://supernovafoods.in/wp-content/uploads/veg-pickle-400g.jpg
34,Pickles,Supernova Prawns Pickle,Authentic coastal style fried prawns pickled in spicy vinegar marinade.,200 g,₹220.00,₹210.00,https://supernovafoods.in/wp-content/uploads/prawns-pickle-200g.jpg
35,Pickles,Supernova Fish Pickle,Deep fried fish pieces preserved in rich Kerala spice pickle oil.,200 g,₹190.00,₹180.00,https://supernovafoods.in/wp-content/uploads/fish-pickle-200g.jpg
36,Pickles,Supernova Beef Pickle,Spicy cooked beef bites preserved in traditional pickle gravy.,200 g,₹210.00,₹200.00,https://supernovafoods.in/wp-content/uploads/beef-pickle-200g.jpg
37,Pickles,Supernova Gooseberry (Amla) Pickle,Tangy whole green gooseberries pickled in red chilli and hing.,400 g,₹110.00,₹105.00,https://supernovafoods.in/wp-content/uploads/amla-pickle-400g.jpg
38,Pickles,Supernova Nutmeg Pickle,Unique pericarp nutmeg rind pickled in pungent spice mix.,400 g,₹125.00,₹118.00,https://supernovafoods.in/wp-content/uploads/nutmeg-pickle-400g.jpg
39,Pickles,Supernova Green Chilly Pickle,Fresh green chillies slit and cured in salted lemon juice.,400 g,₹105.00,₹98.00,https://supernovafoods.in/wp-content/uploads/green-chilly-pickle-400g.jpg
40,Pickles,Supernova Ginger Pickle,Finely chopped ginger root in tamarind and red chilly pickle.,400 g,₹120.00,₹112.00,https://supernovafoods.in/wp-content/uploads/ginger-pickle-400g.jpg
41,Pickles,Supernova White Lemon Pickle,Non-spicy salted lemon pickle prepared without chilly powder.,400 g,₹100.00,₹95.00,https://supernovafoods.in/wp-content/uploads/white-lemon-400g.jpg
42,Pickles,Supernova Bitter Gourd Pickle,Crispy fried pavakka pieces pickled in tangy tamarind spice.,400 g,₹120.00,₹115.00,https://supernovafoods.in/wp-content/uploads/bitter-gourd-pickle-400g.jpg
43,Ready to Cook,Supernova 5 Min Palappam Mix,Instant ready rice flour mix for soft appams with lace edges.,500 g,₹65.00,₹60.00,https://supernovafoods.in/wp-content/uploads/palappam-mix-500g.jpg
44,Ready to Cook,Supernova Easy Idiyappam Mix,Quick prep flour mix for making soft string hoppers.,500 g,₹70.00,₹65.00,https://supernovafoods.in/wp-content/uploads/idiyappam-mix-500g.jpg
45,Breakfast,Supernova White Puttu Podi,Coarsely ground roasted rice flour for traditional white puttu.,500 g,₹55.00,₹52.00,https://supernovafoods.in/wp-content/uploads/white-puttu-podi-500g.jpg
46,Breakfast,Supernova Chemba Puttu Podi,Roasted red rice flour for healthy and fragrant red puttu.,500 g,₹60.00,₹56.00,https://supernovafoods.in/wp-content/uploads/chemba-puttu-podi-500g.jpg
47,Breakfast,Supernova Wheat Puttu Podi,Nutritious roasted whole wheat flour mix for soft wheat puttu.,500 g,₹58.00,₹54.00,https://supernovafoods.in/wp-content/uploads/wheat-puttu-podi-500g.jpg
48,Breakfast,Supernova Easy Pathiri Podi,Finely milled rice flour for rolling thin Kerala rice pathiris.,500 g,₹58.00,₹55.00,https://supernovafoods.in/wp-content/uploads/pathiri-podi-500g.jpg
49,Ready Mix,Supernova Palada Payasam Mix,Sweet dessert mix with rice ada and sugar for instant payasam.,300 g,₹90.00,₹85.00,https://supernovafoods.in/wp-content/uploads/palada-mix-300g.jpg
50,Ready Mix,Supernova Vermicelli Payasam Mix,"Ready payasam mix with roasted vermicelli, sugar, and dry fruits.",300 g,₹80.00,₹75.00,https://supernovafoods.in/wp-content/uploads/vermicelli-payasam-300g.jpg
51,Ready Mix,Supernova Semiya Upma Mix,Pre-seasoned semolina vermicelli for quick savory breakfast upma.,200 g,₹45.00,₹42.00,https://supernovafoods.in/wp-content/uploads/upma-mix-200g.jpg
52,Ready Mix,Supernova Gulab Jamun Mix,"Instant mix flour for soft, melt-in-mouth milk solids jamuns.",200 g,₹85.00,₹78.00,https://supernovafoods.in/wp-content/uploads/gulab-jamun-mix-200g.jpg
53,Ready Mix,Supernova Bhaji Mix,Seasoned gram flour mix for preparing crispy vegetable fritters.,200 g,₹40.00,₹38.00,https://supernovafoods.in/wp-content/uploads/bhaji-mix-200g.jpg
54,Ready Mix,Supernova Rava Dosa Mix,Instant semolina batter mix for thin crispy rava dosas.,500 g,₹70.00,₹65.00,https://supernovafoods.in/wp-content/uploads/rava-dosa-mix-500g.jpg
55,Ready Mix,Supernova Khaman Dhokla Mix,Ready flour mix for preparing fluffy Gujarati steamed dhoklas.,200 g,₹55.00,₹50.00,https://supernovafoods.in/wp-content/uploads/dhokla-mix-200g.jpg
56,Ready Mix,Supernova Halwa Mix,Sweet dessert premix for instant wheat and corn halwa.,200 g,₹60.00,₹55.00,https://supernovafoods.in/wp-content/uploads/halwa-mix-200g.jpg
57,Rice Powder,Supernova Roasted Rice Powder,Multi-purpose pre-roasted rice flour for snacks and breakfast.,1 kg,₹90.00,₹85.00,https://supernovafoods.in/wp-content/uploads/rice-powder-1kg.jpg
58,Rice Powder,Supernova Unroasted Rice Powder,"Fine raw rice flour for batters, kozhukkatta, and murukku.",1 kg,₹85.00,₹80.00,https://supernovafoods.in/wp-content/uploads/unroasted-rice-powder-1kg.jpg
59,Rice Powder,Supernova Appam & Idiyappam Podi,Dual purpose fine rice powder for soft breakfast items.,1 kg,₹95.00,₹90.00,https://supernovafoods.in/wp-content/uploads/appam-podi-1kg.jpg
60,Rice Powder,Supernova Steamed Rice Flour,Hygienically steam-treated rice flour for soft texture.,500 g,₹50.00,₹46.00,https://supernovafoods.in/wp-content/uploads/steamed-rice-flour-500g.jpg
61,Seeds,Supernova Mustard Seeds,Small black mustard seeds essential for South Indian tadka.,100 g,₹32.00,₹30.00,https://supernovafoods.in/wp-content/uploads/mustard-seeds-100g.jpg
62,Seeds,Supernova Fenugreek Seeds,Whole methi seeds for curry tempering and pickling.,100 g,₹35.00,₹32.00,https://supernovafoods.in/wp-content/uploads/fenugreek-seeds-100g.jpg
63,Seeds,Supernova Cumin Seeds (Jeera),Whole aromatic cumin seeds for seasoning rice and curries.,100 g,₹85.00,₹80.00,https://supernovafoods.in/wp-content/uploads/cumin-seeds-100g.jpg
64,Seeds,Supernova Fennel Seeds (Saunf),Sweet whole saunf seeds used for mouth freshener and meat curries.,100 g,₹48.00,₹45.00,https://supernovafoods.in/wp-content/uploads/fennel-seeds-100g.jpg
65,Spices,Supernova Turmeric Powder,High curcumin pure turmeric powder for rich natural yellow color.,100 g,₹35.00,₹33.00,https://supernovafoods.in/wp-content/uploads/turmeric-powder-100g.jpg
66,Spices,Supernova Turmeric Powder,Medium pack of pure ground turmeric powder.,250 g,₹85.00,₹80.00,https://supernovafoods.in/wp-content/uploads/turmeric-powder-250g.jpg
67,Spices,Supernova Turmeric Powder,500g family pack of natural high-curcumin turmeric powder.,500 g,₹165.00,₹158.00,https://supernovafoods.in/wp-content/uploads/turmeric-powder-500g.jpg
68,Spices,Supernova Turmeric Powder,1kg bulk economy pack of pure turmeric powder.,1 kg,₹320.00,₹310.00,https://supernovafoods.in/wp-content/uploads/turmeric-powder-1kg.jpg
69,Masala,Supernova Sambar Powder,Aromatic roasted spice mix for South Indian lentil sambar.,100 g,₹55.00,₹52.00,https://supernovafoods.in/wp-content/uploads/sambar-powder-100g.jpg
70,Masala,Supernova Rasam Powder,Peppery and tangy spice mix for digestive rasam soup.,100 g,₹50.00,₹48.00,https://supernovafoods.in/wp-content/uploads/rasam-powder-100g.jpg
71,Masala,Supernova Chana Masala,Tangy northern style spice blend for chickpea curries.,100 g,₹58.00,₹55.00,https://supernovafoods.in/wp-content/uploads/chana-masala-100g.jpg
72,Masala,Supernova Vegetable Masala,Balanced mild spice powder for mixed veg kurma and gravies.,100 g,₹52.00,₹50.00,https://supernovafoods.in/wp-content/uploads/veg-masala-100g.jpg
73,Masala,Supernova Pav Bhaji Masala,Specialty spice blend for preparing Mumbai style pav bhaji.,100 g,₹62.00,₹58.00,https://supernovafoods.in/wp-content/uploads/pav-bhaji-masala-100g.jpg
74,Masala,Supernova Kasuri Methi,Dried fenugreek leaves for sprinkling over curries and paneer.,25 g,₹30.00,₹28.00,https://supernovafoods.in/wp-content/uploads/kasuri-methi-25g.jpg
