Brand,Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"Win","ANG-STA-0779","Win Jovi Ball Pen","Ball Pens","വിൻ jovi ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_jovi_ball_pen.jpg"
"Win","ANG-STA-0780","Win Mystic Ball Pen","Ball Pens","വിൻ mystic ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_mystic_ball_pen.jpg"
"Win","ANG-STA-0781","Win Pucchu Ball Pen","Ball Pens","വിൻ pucchu ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_pucchu_ball_pen.jpg"
"Win","ANG-STA-0782","Win Summer Ball Pen","Ball Pens","വിൻ summer ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_summer_ball_pen.jpg"
"Win","ANG-STA-0783","Win Ternate Ball Pen","Ball Pens","വിൻ ternate ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_ternate_ball_pen.jpg"
"Win","ANG-STA-0784","Win Tick Ball Pen","Ball Pens","വിൻ tick ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_tick_ball_pen.jpg"
"Win","ANG-STA-0785","Win Track Ball Pen","Ball Pens","വിൻ track ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_track_ball_pen.jpg"
"Win","ANG-STA-0786","Win Trinity Ball Pen","Ball Pens","വിൻ trinity ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_trinity_ball_pen.jpg"
"Win","ANG-STA-0787","Win Volt Ball Pen","Ball Pens","വിൻ volt ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_volt_ball_pen.jpg"
"Win","ANG-STA-0788","Win X5 Ball Pen","Ball Pens","വിൻ x5 ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_x5_ball_pen.jpg"
"Win","ANG-STA-0789","Win Zest Ball Pen","Ball Pens","വിൻ zest ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_zest_ball_pen.jpg"
"Win","ANG-STA-0790","Win EEE Ball Pen","Ball Pens","വിൻ eee ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_eee_ball_pen.jpg"
"Win","ANG-STA-0791","Win Smoothie Ball Pen","Ball Pens","വിൻ smoothie ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_smoothie_ball_pen.jpg"
"Win","ANG-STA-0792","Win Judwaa Ball Pen","Ball Pens","വിൻ judwaa ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_judwaa_ball_pen.jpg"
"Win","ANG-STA-0793","Win Stroke Ball Pen","Ball Pens","വിൻ stroke ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_stroke_ball_pen.jpg"
"Win","ANG-STA-0794","Win Little Champ Mini Ball Pen","Ball Pens","വിൻ little champ mini ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_little_champ_mini_ball_pen.jpg"
"Win","ANG-STA-0795","Win Sketch Pen VXI","Ball Pens","വിൻ sketch പേന vxi","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_sketch_pen_vxi.jpg"
"Win","ANG-STA-0796","Win Tempera Colours Ball Pen","Ball Pens","വിൻ tempera colours ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_tempera_colours_ball_pen.jpg"
"Win","ANG-STA-0797","Win Totem Flexi Ball Pen","Ball Pens","വിൻ ടോട്ടം flexi ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_flexi_ball_pen.jpg"
"Win","ANG-STA-0798","Win Totem Meow Ball Pen","Ball Pens","വിൻ ടോട്ടം meow ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_meow_ball_pen.jpg"
"Win","ANG-STA-0799","Win Totem Pulp Ball Pen","Ball Pens","വിൻ ടോട്ടം pulp ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_pulp_ball_pen.jpg"
"Win","ANG-STA-0800","Win Totem Carat Ball Pen","Ball Pens","വിൻ ടോട്ടം carat ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_carat_ball_pen.jpg"
"Win","ANG-STA-0801","Win Totem Coral Ball Pen","Ball Pens","വിൻ ടോട്ടം coral ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_coral_ball_pen.jpg"
"Win","ANG-STA-0802","Win Totem Glidex Ball Pen","Ball Pens","വിൻ ടോട്ടം glidex ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_glidex_ball_pen.jpg"
"Win","ANG-STA-0803","Win Totem Groovy Ball Pen","Ball Pens","വിൻ ടോട്ടം groovy ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_groovy_ball_pen.jpg"
"Win","ANG-STA-0804","Win Totem Misty Ball Pen","Ball Pens","വിൻ ടോട്ടം misty ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_misty_ball_pen.png"
"Win","ANG-STA-0805","Win Totem Quote Ball Pen","Ball Pens","വിൻ ടോട്ടം quote ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_quote_ball_pen.jpg"
"Win","ANG-STA-0806","Win Totem Tripod Ball Pen","Ball Pens","വിൻ ടോട്ടം tripod ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_tripod_ball_pen.jpg"
"Win","ANG-STA-0807","Win Totem Tyson Ball Pen","Ball Pens","വിൻ ടോട്ടം tyson ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_tyson_ball_pen.jpg"
"Win","ANG-STA-0808","Win Totem Vintage Ball Pen","Ball Pens","വിൻ ടോട്ടം vintage ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_vintage_ball_pen.jpg"
"Win","ANG-STA-0809","Win Totem Wow II Ball Pen","Ball Pens","വിൻ ടോട്ടം wow ii ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_wow_ii_ball_pen.jpg"
"Win","ANG-STA-0810","Win Totem Xpert Ball Pen","Ball Pens","വിൻ ടോട്ടം xpert ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_xpert_ball_pen.jpg"
"Win","ANG-STA-0811","Win Totem Octave Ball Pen","Ball Pens","വിൻ ടോട്ടം octave ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_octave_ball_pen.jpg"
"Win","ANG-STA-0812","Win Totem 8 Ball Pen","Ball Pens","വിൻ ടോട്ടം 8 ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_8_ball_pen.jpg"
"Win","ANG-STA-0813","Win Totem Delux Ball Pen","Ball Pens","വിൻ ടോട്ടം delux ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/winpens/win_totem_delux_ball_pen.jpg"
"Flair","ANG-STA-0821","Flair Milano Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ മിലാനോ metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_milano_metal_executive_pen.webp"
"Flair","ANG-STA-0822","Flair Elegance Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ എലഗൻസ് metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_elegance_metal_executive_pen.webp"
"Flair","ANG-STA-0823","Flair Indigo Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ ഇൻഡിഗോ metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_indigo_metal_executive_pen.webp"
"Flair","ANG-STA-0824","Flair Rex Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ റെക്സ് metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_rex_metal_executive_pen.webp"
"Flair","ANG-STA-0825","Flair Carbonix Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ കാർബോണിക്സ് metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_carbonix_metal_executive_pen.webp"
"Flair","ANG-STA-0826","Flair Grace Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ grace metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_grace_metal_executive_pen.webp"
"Flair","ANG-STA-0827","Flair Eros Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ eros metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_eros_metal_executive_pen.webp"
"Flair","ANG-STA-0828","Flair Regal Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ റീഗൽ metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_regal_metal_executive_pen.webp"
"Flair","ANG-STA-0829","Flair Wish Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ wish metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_wish_metal_executive_pen.webp"
"Flair","ANG-STA-0830","Flair Miami Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ miami metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_miami_metal_executive_pen.webp"
"Flair","ANG-STA-0831","Flair Kroma Dx Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ kroma dx metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kroma_dx_metal_executive_pen.webp"
"Flair","ANG-STA-0832","Flair Skin Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ skin metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_skin_metal_executive_pen.webp"
"Flair","ANG-STA-0833","Flair Slim Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ slim metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_slim_metal_executive_pen.webp"
"Flair","ANG-STA-0834","Flair Kiemaya Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ kiemaya metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kiemaya_metal_executive_pen.webp"
"Flair","ANG-STA-0835","Flair Voyager Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ voyager metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_voyager_metal_executive_pen.webp"
"Flair","ANG-STA-0836","Flair Kroma Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ kroma metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kroma_metal_executive_pen.webp"
"Flair","ANG-STA-0837","Flair Baleno Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ baleno metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_baleno_metal_executive_pen.webp"
"Flair","ANG-STA-0838","Flair Desire Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ desire metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_desire_metal_executive_pen.webp"
"Flair","ANG-STA-0839","Flair Desire Steel Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ desire steel metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_desire_steel_metal_executive_pen.webp"
"Flair","ANG-STA-0840","Flair Real Magic Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ real magic metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_milano_metal_executive_pen.webp"
"Flair","ANG-STA-0841","Flair Beverly Hills Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ beverly hills metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_elegance_metal_executive_pen.webp"
"Flair","ANG-STA-0842","Flair Monte Rosa Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ monte rosa metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_indigo_metal_executive_pen.webp"
"Flair","ANG-STA-0843","Flair Black Beauty Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ black beauty metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_rex_metal_executive_pen.webp"
"Flair","ANG-STA-0844","Flair Anaaya Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ anaaya metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_carbonix_metal_executive_pen.webp"
"Flair","ANG-STA-0845","Flair Ttriumph Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ ttriumph metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_grace_metal_executive_pen.webp"
"Flair","ANG-STA-0846","Flair Momento Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ momento metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_eros_metal_executive_pen.webp"
"Flair","ANG-STA-0847","Flair Golden Eye Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ golden eye metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_regal_metal_executive_pen.webp"
"Flair","ANG-STA-0848","Flair Ikon Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ ikon metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_wish_metal_executive_pen.webp"
"Flair","ANG-STA-0849","Flair Jewel Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ jewel metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_miami_metal_executive_pen.webp"
"Flair","ANG-STA-0850","Flair Duke Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ duke metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kroma_dx_metal_executive_pen.webp"
"Flair","ANG-STA-0851","Flair Black Magic Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ black magic metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_skin_metal_executive_pen.webp"
"Flair","ANG-STA-0852","Flair Success Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ success metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_slim_metal_executive_pen.webp"
"Flair","ANG-STA-0853","Flair Carishma Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ carishma metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kiemaya_metal_executive_pen.webp"
"Flair","ANG-STA-0854","Flair Pacific Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ pacific metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_voyager_metal_executive_pen.webp"
"Flair","ANG-STA-0855","Flair Half Metal Metal Executive Pen","Metal & Executive Pens","ഫ്ലെയർ half metal metal എക്സിക്യൂട്ടീവ് പേന","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/metal_pens_flair_kroma_metal_executive_pen.webp"
"Flair","ANG-STA-0856","Flair IDEA Ball Pen","Ball Pens","ഫ്ലെയർ idea ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_idea_ball_pen.png"
"Flair","ANG-STA-0857","Flair Wave Ball Pen","Ball Pens","ഫ്ലെയർ wave ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_wave_ball_pen.png"
"Flair","ANG-STA-0858","Flair Writo Meter Silk Ball Pen","Ball Pens","ഫ്ലെയർ റൈറ്റോ-മീറ്റർ silk ബോൾ പേന","25","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_writo_meter_silk_ball_pen.png"
"Flair","ANG-STA-0859","Flair X-TREK Ball Pen","Ball Pens","ഫ്ലെയർ x-trek ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_x_trek_ball_pen.png"
"Flair","ANG-STA-0860","Flair 3 in 1 Ball Pen","Ball Pens","ഫ്ലെയർ 3 in 1 ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_3_in_1_ball_pen.png"
"Flair","ANG-STA-0861","Flair Xtra Bold Ball Pen","Ball Pens","ഫ്ലെയർ xtra bold ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_xtra_bold_ball_pen.png"
"Flair","ANG-STA-0862","Flair YOLO Trendz Ball Pen","Ball Pens","ഫ്ലെയർ yolo trendz ബോൾ പേന","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_yolo_trendz_ball_pen.png"
"Flair","ANG-STA-0863","Flair Writo-meter Executive Ball Pen","Ball Pens","ഫ്ലെയർ റൈറ്റോ-മീറ്റർ എക്സിക്യൂട്ടീവ് ബോൾ പേന","25","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_writo_meter_executive_ball_pen.webp"
"Flair","ANG-STA-0864","Flair Writo-meter Jumbo Ball Pen","Ball Pens","ഫ്ലെയർ റൈറ്റോ-മീറ്റർ jumbo ബോൾ പേന","25","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/flair/ball_pens_flair_writo_meter_jumbo_ball_pen.webp"
