Brand,Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"Camlin","ANG-STA-1070","Camlin Premio A4 Notebook","Student Notebooks","ക്യാംലിൻ premio a4 നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_a4_notebook.jpg"
"Camlin","ANG-STA-1071","Camlin Premio A5 Notebook","Student Notebooks","ക്യാംലിൻ premio a5 നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_a5_notebook.jpg"
"Camlin","ANG-STA-1072","Camlin Premio Long Notebook","Student Notebooks","ക്യാംലിൻ premio long നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_long_notebook.jpg"
"Camlin","ANG-STA-1073","Camlin Premio Ultra Long Notebook","Student Notebooks","ക്യാംലിൻ premio ultra long നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_ultra_long_notebook.jpg"
"Camlin","ANG-STA-1074","Camlin Premio Super Ultra Long Notebook","Student Notebooks","ക്യാംലിൻ premio super ultra long നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_super_ultra_long_notebook.jpg"
"Camlin","ANG-STA-1075","Camlin Premio Wiro Notebook","Student Notebooks","ക്യാംലിൻ premio wiro നോട്ട്ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_premio_wiro_notebook.jpg"
"Camlin","ANG-STA-1076","Camlin Camel Drawing Books - Small","Student Notebooks","ക്യാംലിൻ camel drawing books - small","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_camel_drawing_books_small.jpg"
"Camlin","ANG-STA-1077","Camlin Camel Drawing Books - A4","Student Notebooks","ക്യാംലിൻ camel drawing books - a4","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_camel_drawing_books_a4.jpg"
"Camlin","ANG-STA-1078","Camlin Camel Drawing Books - Big","Student Notebooks","ക്യാംലിൻ camel drawing books - big","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_camel_drawing_books_big.jpg"
"Camlin","ANG-STA-1079","Camlin Camel Premium Sketch Book","Student Notebooks","ക്യാംലിൻ camel premium sketch book","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_camel_premium_sketch_book.jpg"
"Camlin","ANG-STA-1080","Camlin Camel Sketch Book","Student Notebooks","ക്യാംലിൻ camel sketch book","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_camel_sketch_book.jpg"
"Camlin","ANG-STA-1081","Camlin Graphbook","Student Notebooks","ക്യാംലിൻ graphbook","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_graphbook.jpg"
"Camlin","ANG-STA-1082","Camlin Practical Book","Student Notebooks","ക്യാംലിൻ practical book","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_practical_book.jpg"
"Camlin","ANG-STA-1083","Camlin Scrap Book","Student Notebooks","ക്യാംലിൻ scrap book","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scrap_book.jpg"
"Camlin","ANG-STA-1084","Camlin Scholar Draft Geometry Box","Geometry Box & Instruments","ക്യാംലിൻ scholar draft ജോമെട്രി ബോക്സ്","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_supreme_pencils.jpg"
"Camlin","ANG-STA-1085","Camlin Scholar Pro Geometry Box","Geometry Box & Instruments","ക്യാംലിൻ scholar pro ജോമെട്രി ബോക്സ്","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scholar_pro_geometry_box.JPG"
"Camlin","ANG-STA-1086","Camlin Scholar Geometry Box","Geometry Box & Instruments","ക്യാംലിൻ scholar ജോമെട്രി ബോക്സ്","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scholar_geometry_box.JPG"
"Camlin","ANG-STA-1087","Camlin Scholar Basics Geometry Box","Geometry Box & Instruments","ക്യാംലിൻ scholar basics ജോമെട്രി ബോക്സ്","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scholar_basics_geometry_box.jpg"
"Camlin","ANG-STA-1088","Camlin Scholar+ Geometry Box","Geometry Box & Instruments","ക്യാംലിൻ scholar+ ജോമെട്രി ബോക്സ്","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scholar_geometry_box.jpg"
"Camlin","ANG-STA-1089","Camlin Scholar Essentials Math Drawing Instruments","Geometry Box & Instruments","ക്യാംലിൻ scholar essentials math drawing instruments","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_scholar_essentials_math_drawing_instruments.jpg"
"Camlin","ANG-STA-1090","Camlin Plastic Scale","Geometry Box & Instruments","ക്യാംലിൻ plastic സ്കെയിൽ","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_plastic_scale.JPG"
"Camlin","ANG-STA-1091","Camlin Exam Scale","Geometry Box & Instruments","ക്യാംലിൻ exam സ്കെയിൽ","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_exam_scale.JPG"
"Camlin","ANG-STA-1092","Camlin Exam Scale - Broad","Geometry Box & Instruments","ക്യാംലിൻ exam സ്കെയിൽ - broad","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_exam_scale_broad.JPG"
"Camlin","ANG-STA-1093","Camlin Dissection box","Geometry Box & Instruments","ക്യാംലിൻ dissection box","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_dissection_box.jpg"
"Camlin","ANG-STA-1094","Camlin Student Mini Drafter","Geometry Box & Instruments","ക്യാംലിൻ student mini drafter","95","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_student_mini_drafter.JPG"
"Camlin","ANG-STA-1095","Camlin Stamp Pads","Permanent Marker Inks","ക്യാംലിൻ stamp pads","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_stamp_pads.JPG"
"Camlin","ANG-STA-1096","Camlin Deluxe Stamp Pads","Permanent Marker Inks","ക്യാംലിൻ deluxe stamp pads","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_deluxe_stamp_pads.JPG"
"Camlin","ANG-STA-1097","Camlin Rubber Stamp Inks","Permanent Marker Inks","ക്യാംലിൻ rubber stamp inks","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_rubber_stamp_inks.JPG"
"Camlin","ANG-STA-1098","Camlin Folder of 100 sheets","Permanent Marker Inks","ക്യാംലിൻ folder of 100 sheets","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_folder_of_100_sheets.JPG"
"Camlin","ANG-STA-1099","Camlin Gums","Permanent Marker Inks","ക്യാംലിൻ gums","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_gums.JPG"
"Camlin","ANG-STA-1100","Camlin Adhesive Pastes","Permanent Marker Inks","ക്യാംലിൻ adhesive pastes","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_adhesive_pastes.JPG"
"Camlin","ANG-STA-1101","Camlin White Glues","Permanent Marker Inks","ക്യാംലിൻ white glues","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_white_glues.JPG"
"Camlin","ANG-STA-1102","Camlin Glue Sticks","Permanent Marker Inks","ക്യാംലിൻ glue sticks","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/camlin/camlin_glue_sticks.JPG"
