S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
20,Ghee & Butter,Elanadu Premium Biriyani Ghee,Special high-aroma clarified butter tailored for authentic biriyani recipes.,500 ml,₹395.00,₹395.00,https://elanadumilk.com/images/products/biriyani-ghee-500ml.png
21,Ghee & Butter,Elanadu Pasteurised Table Butter (Salted),Creamy salted table butter made from fresh dairy cream.,100 g,₹58.00,₹58.00,https://elanadumilk.com/images/products/table-butter-100g.png
22,Ghee & Butter,Elanadu Unsalted Cooking Butter,"Pure unsalted butter ideal for culinary baking, sweets, and frying.",500 g,₹275.00,₹275.00,https://elanadumilk.com/images/products/unsalted-butter-500g.png
23,Ghee & Butter,Elanadu Fresh Mozzarella Cheese Block,"Elastic, melt-in-mouth mozzarella cheese ideal for pizzas and pasta.",200 g,₹140.00,₹140.00,https://elanadumilk.com/images/products/mozzarella-cheese-200g.png
24,Ghee & Butter,Elanadu Processed Cheese Slice Pack,Convenient processed cheese slices for sandwiches and burgers.,200 g,₹130.00,₹130.00,https://elanadumilk.com/images/products/cheese-slices-200g.png
25,Sweets & Payasam Mixes,Elanadu Instant Palada Payasam Mix,"Classic Kerala dessert premix containing rice ada, sugar, and milk solids.",200 g,₹55.00,₹55.00,https://elanadumilk.com/images/products/palada-mix-200g.png
26,Sweets & Payasam Mixes,Elanadu Vermicelli Payasam Mix,Ready payasam mix loaded with roasted vermicelli and dry fruits.,200 g,₹50.00,₹50.00,https://elanadumilk.com/images/products/semiya-mix-200g.png
27,Sweets & Payasam Mixes,Elanadu Wheat Ada Payasam Mix,Nutritious wheat ada payasam mix for authentic traditional taste.,200 g,₹52.00,₹52.00,https://elanadumilk.com/images/products/wheat-ada-mix-200g.png
28,Sweets & Payasam Mixes,Elanadu Ready-to-Eat Palada Pradhaman,"Pre-cooked, rich and condensed milk palada payasam ready to serve.",500 g,₹120.00,₹120.00,https://elanadumilk.com/images/products/palada-pradhaman-500g.png
29,Sweets & Payasam Mixes,Elanadu Traditional Milk Peda,"Soft, sweet milk peda crafted from fresh condensed milk khoa.",250 g,₹130.00,₹130.00,https://elanadumilk.com/images/products/milk-peda-250g.png
30,Sweets & Payasam Mixes,Elanadu Coconut Burfi,Delicious milk fudge infused with fresh grated coconut.,250 g,₹125.00,₹125.00,https://elanadumilk.com/images/products/coconut-burfi-250g.png
31,Sweets & Payasam Mixes,Elanadu Canned Gulab Jamun,Spongy milk dumplings soaked in cardamom sugar syrup.,500 g,₹140.00,₹140.00,https://elanadumilk.com/images/products/gulab-jamun-500g.png
32,Sweets & Payasam Mixes,Elanadu Rasagulla Tin,Soft chhena balls soaked in clear sugar syrup.,500 g,₹140.00,₹140.00,https://elanadumilk.com/images/products/rasagulla-500g.png
33,Sweets & Payasam Mixes,Elanadu Fresh Milk Halwa,Traditional dark ghee and milk halwa sweet.,200 g,₹90.00,₹90.00,https://elanadumilk.com/images/products/milk-halwa-200g.png
34,Sweets & Payasam Mixes,Elanadu Sweetened Condensed Milk,Thick sweetened condensed milk for desserts and baking.,400 g,₹135.00,₹135.00,https://elanadumilk.com/images/products/condensed-milk-400g.png
35,Sweets & Payasam Mixes,Elanadu Mysore Pak,Melt-in-mouth traditional ghee Mysore Pak.,250 g,₹135.00,₹135.00,https://elanadumilk.com/images/products/mysore-pak-250g.png
36,Snacks & Beverages,Elanadu Crunchy Ghee Biscuits,Crispy bakery cookies prepared with 100% pure cow ghee.,200 g,₹60.00,₹60.00,https://elanadumilk.com/images/products/ghee-biscuits-200g.png
37,Snacks & Beverages,Elanadu Rich Butter Cookies,Melt-in-mouth classic butter baked cookies.,200 g,₹65.00,₹65.00,https://elanadumilk.com/images/products/butter-cookies-200g.png
38,Snacks & Beverages,Elanadu Mango Lassi Drink,Refreshing thick lassi blended with natural mango pulp.,200 ml,₹25.00,₹25.00,https://elanadumilk.com/images/products/mango-lassi-200ml.png
39,Snacks & Beverages,Elanadu Sweet Lassi Bottle,Creamy chilled sweet yogurt beverage.,200 ml,₹20.00,₹20.00,https://elanadumilk.com/images/products/sweet-lassi-200ml.png
40,Snacks & Beverages,Elanadu Sterilised Flavoured Milk (Badam/Pista/Choco),Chilled pasteurized flavored milk packaged in glass bottles.,200 ml,₹30.00,₹30.00,https://elanadumilk.com/images/products/flavoured-milk-200ml.png
41,Snacks & Beverages,Elanadu Fresh Idly & Dosa Batter,Hygienically fermented rice and urad dal batter for soft idlies and dosas.,1 kg,₹60.00,₹60.00,https://elanadumilk.com/images/products/idly-dosa-batter-1kg.png
42,Snacks & Beverages,Elanadu Spicy Paneer Pickle Jar,Unique pickle made with cottage cheese cubes in traditional spices.,200 g,₹120.00,₹120.00,https://elanadumilk.com/images/products/paneer-pickle-200g.png
43,Snacks & Beverages,Elanadu Fresh Malai Paneer Block,"Soft, high-protein cottage cheese block for curries and snacks.",200 g,₹95.00,₹95.00,https://elanadumilk.com/images/products/paneer-200g.png
44,Snacks & Beverages,Elanadu Instant Sip Up (Ice Lolly Pack),Flavored milk ice lollies in flexible tube packs for kids.,50 ml x 5,₹25.00,₹25.00,https://elanadumilk.com/images/products/sip-up-pack.png
45,Snacks & Beverages,Elanadu Fresh Dairy Khoya / Mawa,Solidified whole milk solids base used for making Indian traditional sweets.,200 g,₹90.00,₹90.00,https://elanadumilk.com/images/products/khoya-200g.png
46,Ice Creams,Elanadu Real Vanilla Ice Cream Tub,Classic vanilla flavor ice cream made with 100% real dairy cream.,1000 ml,₹150.00,₹150.00,https://elanadumilk.com/images/products/vanilla-1l.png
47,Ice Creams,Elanadu Rich Chocolate Delight Tub,Decadent cocoa chocolate ice cream tub.,1000 ml,₹180.00,₹180.00,https://elanadumilk.com/images/products/chocolate-1l.png
48,Ice Creams,Elanadu Premium Butterscotch Crunch Tub,Rich butterscotch ice cream embedded with crunchy cashew praline.,1000 ml,₹200.00,₹200.00,https://elanadumilk.com/images/products/butterscotch-1l.png
49,Ice Creams,Elanadu Fresh Strawberry Ice Cream Tub,Fruity strawberry flavored ice cream.,1000 ml,₹160.00,₹160.00,https://elanadumilk.com/images/products/strawberry-1l.png
50,Ice Creams,Elanadu Spanish Delight Party Tub,Exotic caramel milk ice cream loaded with nuts and fruit bits.,1000 ml,₹240.00,₹240.00,https://elanadumilk.com/images/products/spanish-delight-1l.png
51,Ice Creams,Elanadu Mango Magic Ice Cream Tub,Real Alphonso mango pulp infused dairy ice cream.,500 ml,₹120.00,₹120.00,https://elanadumilk.com/images/products/mango-500ml.png
52,Ice Creams,Elanadu Pista Kulfi Ice Cream Tub,Traditional Indian pista kulfi flavor with real pistachio pieces.,500 ml,₹130.00,₹130.00,https://elanadumilk.com/images/products/pista-500ml.png
53,Ice Creams,Elanadu Classic Choco Bar,Vanilla ice cream bar coated in rich milk chocolate.,60 ml,₹30.00,₹30.00,https://elanadumilk.com/images/products/chocobar-60ml.png
54,Ice Creams,Elanadu Crunch Feast Bar,Chocolate ice cream stick coated with crunchy chocolate and roasted nuts.,70 ml,₹40.00,₹40.00,https://elanadumilk.com/images/products/crunch-feast-70ml.png
55,Ice Creams,Elanadu Mango Ice Lolly (Juicy Pop),Refreshing frozen fruit lolly made with real mango juice.,50 ml,₹15.00,₹15.00,https://elanadumilk.com/images/products/mango-lolly-50ml.png
56,Ice Creams,Elanadu Vanilla Cone,Crispy waffle cone filled with creamy vanilla ice cream topped with chocolate.,100 ml,₹35.00,₹35.00,https://elanadumilk.com/images/products/vanilla-cone-100ml.png
57,Ice Creams,Elanadu Chocolate Fudge Cone,Waffle cone packed with chocolate ice cream and rich chocolate fudge sauce.,100 ml,₹40.00,₹40.00,https://elanadumilk.com/images/products/choco-cone-100ml.png
58,Ice Creams,Elanadu Tender Coconut Premium Tub,Exotic ice cream made with real tender coconut pulp.,500 ml,₹170.00,₹170.00,https://elanadumilk.com/images/products/tender-coconut-500ml.png
59,Ice Creams,Elanadu Cassatta Slice,Multi-layered sponge cake and multi-flavor ice cream slice topped with nuts.,120 ml,₹60.00,₹60.00,https://elanadumilk.com/images/products/cassatta-120ml.png
60,Ice Creams,Elanadu Mini Ice Cream Cup (Vanilla/Strawberry),Single-serve ice cream cup for kids and parties.,100 ml,₹20.00,₹20.00,https://elanadumilk.com/images/products/mini-cup-100ml.png
61,Ice Creams,Elanadu Matka Kulfi,Authentic malai kulfi set in traditional earthen clay matka.,150 ml,₹50.00,₹50.00,https://elanadumilk.com/images/products/matka-kulfi-150ml.png
62,Cattle Feed & Supplements,Milma Rich Cattle Feed Pellets,Balanced compound cattle feed with essential proteins and minerals for dairy cows.,50 kg,"₹1,350.00","₹1,350.00",https://elanadumilk.com/images/products/cattle-feed-rich-50kg.png
63,Cattle Feed & Supplements,Milma By Pro High Protein Cattle Feed,Bypass protein feed designed to boost milk yield and milk fat percentage.,50 kg,"₹1,480.00","₹1,480.00",https://elanadumilk.com/images/products/cattle-feed-bypro-50kg.png
64,Cattle Feed & Supplements,Milmamin Mineral Mixture Supplement,Essential area-specific mineral mixture to improve herd health and fertility.,1 kg,₹110.00,₹110.00,https://elanadumilk.com/images/products/milmamin-1kg.png
