S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
22,Cup Cake,Centoz Choco,Center-filled chocolate cupcake with luscious molten cocoa inside.,30 g,₹10.00,₹10.00,https://elitefoods.co.in/images/products/centoz-choco.jpg
23,Cup Cake,Centoz Strawberry,Center-filled fruity strawberry cupcake with sweet jam center.,30 g,₹10.00,₹10.00,https://elitefoods.co.in/images/products/centoz-strawberry.jpg
24,Plum Cake,Plum Surprise,Traditional rich plum cake filled with soaked fruits and warm spices.,330 g,₹160.00,₹160.00,https://elitefoods.co.in/images/products/plum-surprise.jpg
25,Plum Cake,Choco Plum,A delicious crossover of cocoa chocolate and traditional spice plum cake.,330 g,₹170.00,₹170.00,https://elitefoods.co.in/images/products/choco-plum.jpg
26,Plum Cake,Rich Plum,"Premium festive plum cake loaded with dry fruits, nuts, and spices.",400 g,₹220.00,₹220.00,https://elitefoods.co.in/images/products/rich-plum.jpg
27,Plum Cake,Plum Classic,The original classic Christmas style plum cake recipe.,330 g,₹150.00,₹150.00,https://elitefoods.co.in/images/products/plum-classic.jpg
28,Plum Cake,Plum Delight,"Moist, fruit-rich plum cake perfect for festive gifting and family snacking.",330 g,₹155.00,₹155.00,https://elitefoods.co.in/images/products/plum-delight.jpg
29,Plum Cake,Rich Plum Cake,Large family-pack rich plum cake bursting with candied fruits.,800 g,₹420.00,₹420.00,https://elitefoods.co.in/images/products/rich-plum-800g.jpg
30,Plum Cake,LA Elite Plum Cake,Luxury artisanal plum cake crafted with ultra-premium ingredients.,500 g,₹350.00,₹350.00,https://elitefoods.co.in/images/products/la-elite-plum.jpg
31,Speciality Cake,Butterscotch Pudding Cake,Rich butterscotch infused soft pudding cake with praline crunch.,350 g,₹140.00,₹140.00,https://elitefoods.co.in/images/products/butterscotch-pudding.jpg
32,Speciality Cake,Carrot Pudding Cake,Healthy and flavorful pudding cake prepared with fresh carrots.,350 g,₹135.00,₹135.00,https://elitefoods.co.in/images/products/carrot-pudding.jpg
33,Speciality Cake,Dates Pudding Cake,Exotic pudding cake enriched with natural date syrup and fruit pieces.,350 g,₹145.00,₹145.00,https://elitefoods.co.in/images/products/dates-pudding.jpg
34,Speciality Cake,Jackfruit Pudding Cake,Signature Kerala jackfruit pudding cake loaded with aromatic preserves.,350 g,₹145.00,₹145.00,https://elitefoods.co.in/images/products/jackfruit-pudding.jpg
35,Speciality Cake,Pineapple Pudding Cake,Tropical pineapple dessert pudding cake.,350 g,₹135.00,₹135.00,https://elitefoods.co.in/images/products/pineapple-pudding.jpg
36,Speciality Cake,Banana Pudding Cake,Aromatic banana pudding cake made with sweet ripe bananas.,350 g,₹130.00,₹130.00,https://elitefoods.co.in/images/products/banana-pudding.jpg
37,Speciality Cake,Jackfruit Pudding cake 700g,Large family pack signature jackfruit preserve pudding cake.,700 g,₹280.00,₹280.00,https://elitefoods.co.in/images/products/jackfruit-pudding-700g.jpg
38,Speciality Cake,Carrot pudding Sliced Cake 700g,Large family pack pre-sliced moist carrot pudding cake.,700 g,₹260.00,₹260.00,https://elitefoods.co.in/images/products/carrot-pudding-700g.jpg
39,Speciality Cake,Tea Cake,"Light, mildly sweet cake baked specifically to complement hot tea and coffee.",250 g,₹90.00,₹90.00,https://elitefoods.co.in/images/products/tea-cake.jpg
40,Speciality Cake,Marble Cake,Specialty round marble sponge cake with cocoa swirls.,250 g,₹95.00,₹95.00,https://elitefoods.co.in/images/products/marble-speciality-cake.jpg
41,Speciality Cake,Pineapple Cake,Moist pineapple sponge cake featuring rich fruit aroma.,250 g,₹95.00,₹95.00,https://elitefoods.co.in/images/products/pineapple-speciality-cake.jpg
42,Speciality Cake,Sponge Cake,Ultra-soft and airy vanilla sponge cake base.,200 g,₹70.00,₹70.00,https://elitefoods.co.in/images/products/sponge-cake.jpg
43,Speciality Cake,Choco Brownie Cake,"Fudgy, dense chocolate brownie cake baked with premium cocoa.",150 g,₹75.00,₹75.00,https://elitefoods.co.in/images/products/choco-brownie-cake.jpg
44,Speciality Cake,Fruit N Nut Brownie Cake,Fudgy chocolate brownie topped with crunchy almonds and candied fruits.,150 g,₹85.00,₹85.00,https://elitefoods.co.in/images/products/fruit-n-nut-brownie.jpg
45,Speciality Cake,Plum Pudding Cake,Combination of traditional spiced plum cake and soft pudding texture.,350 g,₹160.00,₹160.00,https://elitefoods.co.in/images/products/plum-pudding-cake.jpg
46,Speciality Cake,Fruit Slice Cake,Pre-sliced golden sponge cake loaded with multi-colored fruit bits.,200 g,₹80.00,₹80.00,https://elitefoods.co.in/images/products/fruit-slice-cake.jpg
47,Veg Cake,Veg Choco Brownie Cake,100% eggless rich fudgy chocolate brownie cake.,150 g,₹80.00,₹80.00,https://elitefoods.co.in/images/products/veg-choco-brownie.jpg
48,Veg Cake,Veg Milk Bar Cake,Eggless bar cake prepared with condensed milk solids.,150 g,₹65.00,₹65.00,https://elitefoods.co.in/images/products/veg-milk-bar.jpg
49,Veg Cake,Veg Orange Bar Cake,Eggless citrus flavoured soft orange bar cake.,150 g,₹65.00,₹65.00,https://elitefoods.co.in/images/products/veg-orange-bar.jpg
50,Veg Cake,Veg Banana Pudding,Eggless moist banana pudding cake baked with real banana pulp.,350 g,₹140.00,₹140.00,https://elitefoods.co.in/images/products/veg-banana-pudding.jpg
51,Veg Cake,Veg Dates Pudding,100% eggless dates pudding cake filled with sweet dates.,350 g,₹150.00,₹150.00,https://elitefoods.co.in/images/products/veg-dates-pudding.jpg
52,Veg Cake,VEG Jackfruit Pudding Cake,Eggless variant of the famous jackfruit preserve pudding cake.,350 g,₹150.00,₹150.00,https://elitefoods.co.in/images/products/veg-jackfruit-pudding.jpg
53,Veg Cake,Veg carrot Pudding cake,Eggless carrot pudding cake packed with fresh grated carrots.,350 g,₹140.00,₹140.00,https://elitefoods.co.in/images/products/veg-carrot-pudding.jpg
54,Veg Cake,Veg Plum Pudding,Eggless plum pudding cake loaded with dry fruits and spices.,350 g,₹165.00,₹165.00,https://elitefoods.co.in/images/products/veg-plum-pudding.jpg
55,Veg Cake,Veg Vanilla Oblong Cake,Oblong-shaped eggless vanilla sponge cake.,200 g,₹75.00,₹75.00,https://elitefoods.co.in/images/products/veg-vanilla-oblong.jpg
56,Veg Cake,Veg Plum Cake,100% vegetarian classic plum cake loaded with festive dried fruits.,330 g,₹160.00,₹160.00,https://elitefoods.co.in/images/products/veg-plum-cake.jpg
57,Veg Cake,Veg Vanilla Cup Cake,Eggless single-serve soft vanilla cupcake.,30 g,₹12.00,₹12.00,https://elitefoods.co.in/images/products/veg-vanilla-cupcake.jpg
