Brand,Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"Cinthol","ANG-PER-0011","Cinthol Cool Foam Body Wash","Body Wash & Shower Gel","സിന്തോൾ cool foam ബോഡി വാഷ്","279","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_cool_foam_body_wash.png"
"Cinthol","ANG-PER-0012","Cinthol Lime Bath Soap (Buy 4 Get 1 Free)","Bathing Soaps","സിന്തോൾ നാരങ്ങ bath സോപ്പ് (buy 4 get 1 free)","35","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_lime_bath_soap_buy_4_get_1_free.png"
"Cinthol","ANG-PER-0013","Cinthol Original Bathing Soap","Bathing Soaps","സിന്തോൾ original കുളി സോപ്പ്","45","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_original_bathing_soap.png"
"Cinthol","ANG-PER-0014","Cinthol Cool Aqua Foaming Body Wash","Body Wash & Shower Gel","സിന്തോൾ cool aqua foaming ബോഡി വാഷ്","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_cool_aqua_foaming_body_wash.png"
"Cinthol","ANG-PER-0015","Cinthol Sandal Foam Body Wash","Body Wash & Shower Gel","സിന്തോൾ ചന്ദനം foam ബോഡി വാഷ്","279","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_sandal_foam_body_wash.png"
"Cinthol","ANG-PER-0016","Cinthol Cool Bath Soap (Buy 4 Get 1 Free)","Bathing Soaps","സിന്തോൾ cool bath സോപ്പ് (buy 4 get 1 free)","35","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_cool_bath_soap_buy_4_get_1_free.png"
"Cinthol","ANG-PER-0017","Cinthol Lime Bath Soap","Bathing Soaps","സിന്തോൾ നാരങ്ങ bath സോപ്പ്","48","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_lime_bath_soap.png"
"Cinthol","ANG-PER-0018","Cinthol Foam Body Wash - Lime","Body Wash & Shower Gel","സിന്തോൾ foam ബോഡി വാഷ് - നാരങ്ങ","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_foam_body_wash_lime.png"
"Cinthol","ANG-PER-0019","Cinthol Lime Talc","Talcs & Deodorants","സിന്തോൾ നാരങ്ങ ടാൽക്ക്","190","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_lime_talc.png"
"Cinthol","ANG-PER-0020","Cinthol Foam Body Wash - Original","Body Wash & Shower Gel","സിന്തോൾ foam ബോഡി വാഷ് - original","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cinthol/cinthol_foam_body_wash_original.png"
"Santoor","ANG-PER-0021","Santoor Skin Moisturizing Soap","Bathing Soaps","സന്തൂർ skin moisturizing സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_skin_moisturizing_soap.png"
"Santoor","ANG-PER-0022","Santoor Skin Softening Soap","Bathing Soaps","സന്തൂർ skin softening സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_skin_softening_soap.png"
"Santoor","ANG-PER-0023","Santoor Fresh Skin Soap","Bathing Soaps","സന്തൂർ fresh skin സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_fresh_skin_soap.png"
"Santoor","ANG-PER-0024","Santoor Gold Soap","Bathing Soaps","സന്തൂർ gold സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_gold_soap.png"
"Santoor","ANG-PER-0025","Santoor Pureglo Soap","Bathing Soaps","സന്തൂർ pureglo സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_pureglo_soap.png"
"Santoor","ANG-PER-0026","Santoor Royal Sandal Soap","Bathing Soaps","സന്തൂർ royal ചന്ദനം സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_royal_sandal_soap.png"
"Santoor","ANG-PER-0027","Santoor Gram Flour Soap","Bathing Soaps","സന്തൂർ gram flour സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_gram_flour_soap.png"
"Santoor","ANG-PER-0028","Santoor Mild Handwash Pump","Hand Wash","സന്തൂർ mild handwash pump","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_mild_handwash_pump.png"
"Santoor","ANG-PER-0029","Santoor Fresh Handwash Pump","Hand Wash","സന്തൂർ fresh handwash pump","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_fresh_handwash_pump.png"
"Santoor","ANG-PER-0030","Santoor Classic Handwash Pump","Hand Wash","സന്തൂർ classic handwash pump","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_classic_handwash_pump.png"
"Santoor","ANG-PER-0031","Santoor Light Moisturising Body Lotion","Body Lotion","സന്തൂർ light moisturising ബോഡി ലോഷൻ","175","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_light_moisturising_body_lotion.png"
"Santoor","ANG-PER-0032","Santoor Extra Moisturising Body Lotion","Body Lotion","സന്തൂർ extra moisturising ബോഡി ലോഷൻ","175","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_extra_moisturising_body_lotion.png"
"Santoor","ANG-PER-0033","Santoor Whitening & UV Protection Body Lotion","Body Lotion","സന്തൂർ whitening & uv protection ബോഡി ലോഷൻ","175","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_whitening_uv_protection_body_lotion.png"
"Santoor","ANG-PER-0034","Santoor Glowing Body Wash","Body Wash & Shower Gel","സന്തൂർ glowing ബോഡി വാഷ്","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_glowing_body_wash.png"
"Santoor","ANG-PER-0035","Santoor Hydrating Body Wash","Body Wash & Shower Gel","സന്തൂർ hydrating ബോഡി വാഷ്","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_hydrating_body_wash.png"
"Santoor","ANG-PER-0036","Santoor Refreshing Body Wash","Body Wash & Shower Gel","സന്തൂർ refreshing ബോഡി വാഷ്","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_refreshing_body_wash.png"
"Santoor","ANG-PER-0037","Santoor Blushing Body Wash","Body Wash & Shower Gel","സന്തൂർ blushing ബോഡി വാഷ്","160","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_blushing_body_wash.png"
"Santoor","ANG-PER-0038","Santoor Talc Powder","Talcs & Deodorants","സന്തൂർ ടാൽക്കം പൗഡർ","120","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_talc_powder.png"
"Santoor","ANG-PER-0039","Santoor Gold Deodorant","Talcs & Deodorants","സന്തൂർ gold ഡിയോഡറന്റ്","199","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_gold_deodorant.png"
"Santoor","ANG-PER-0040","Santoor Grace Deodorant","Talcs & Deodorants","സന്തൂർ grace ഡിയോഡറന്റ്","199","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_grace_deodorant.png"
"Santoor","ANG-PER-0041","Santoor Baby Soap","Baby Care & Soaps","സന്തൂർ ബേബി സോപ്പ്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/santoor/santoor_baby_soap.png"
"Vivel","ANG-PER-0042","Vivel Aloe Vera Soap","Bathing Soaps","വിവെൽ കറ്റാർവാഴ സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_aloe_vera_soap.png"
"Vivel","ANG-PER-0043","Vivel Lotus Oil & Vitamin E Soap","Bathing Soaps","വിവെൽ lotus oil & vitamin e സോപ്പ്","38","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_lotus_oil_vitamin_e_soap.png"
"Vivel","ANG-PER-0044","Vivel Ayurvedic Essence Soap","Bathing Soaps","വിവെൽ ayurvedic essence സോപ്പ്","40","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_ayurvedic_essence_soap.png"
"Vivel","ANG-PER-0045","Vivel Glycerin & Almond Oil Soap","Bathing Soaps","വിവെൽ ഗ്ലിസറിൻ & ബദാം oil സോപ്പ്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_glycerin_almond_oil_soap.png"
"Vivel","ANG-PER-0046","Vivel Sandal Glow Soap","Bathing Soaps","വിവെൽ ചന്ദനം glow സോപ്പ്","42","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_sandal_glow_soap.png"
"Vivel","ANG-PER-0047","Vivel Cool Mint & Lime Soap","Bathing Soaps","വിവെൽ കൂൾ പുതിന & നാരങ്ങ സോപ്പ്","38","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_cool_mint_lime_soap.png"
"Vivel","ANG-PER-0048","Vivel Lavender & Almond Oil Body Wash","Body Wash & Shower Gel","വിവെൽ lavender & ബദാം oil ബോഡി വാഷ്","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_lavender_almond_oil_body_wash.png"
"Vivel","ANG-PER-0049","Vivel Mint & Cucumber Body Wash","Body Wash & Shower Gel","വിവെൽ mint & cucumber ബോഡി വാഷ്","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_mint_cucumber_body_wash.png"
"Vivel","ANG-PER-0050","Vivel Pure Glycerin Body Wash","Body Wash & Shower Gel","വിവെൽ pure ഗ്ലിസറിൻ ബോഡി വാഷ്","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_pure_glycerin_body_wash.png"
"Vivel","ANG-PER-0051","Vivel Neem Oil & Aloe Body Wash","Body Wash & Shower Gel","വിവെൽ വേപ്പ് oil & കറ്റാർവാഴ ബോഡി വാഷ്","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/vivel/vivel_neem_oil_aloe_body_wash.png"
"Cutee","ANG-PER-0052","Cutee Olive Sona","Bathing Soaps","ക്യൂട്ടീ ഒലിവ് sona","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_olive_sona.png"
"Cutee","ANG-PER-0053","Cutee Haldi Manjal","Bathing Soaps","ക്യൂട്ടീ haldi manjal","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_haldi_manjal.png"
"Cutee","ANG-PER-0054","Cutee Silky Skin Soap","Bathing Soaps","ക്യൂട്ടീ silky skin സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_silky_skin_soap.png"
"Cutee","ANG-PER-0055","Cutee Gulfee Oudh Soap","Bathing Soaps","ക്യൂട്ടീ gulfee oudh സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_gulfee_oudh_soap.png"
"Cutee","ANG-PER-0056","Cutee White Zaffron Soap","Bathing Soaps","ക്യൂട്ടീ white zaffron സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_white_zaffron_soap.png"
"Cutee","ANG-PER-0057","Cutee Pappaya Fruit Mix","Bathing Soaps","ക്യൂട്ടീ pappaya fruit mix","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_pappaya_fruit_mix.png"
"Cutee","ANG-PER-0058","Cutee Sandal Soap","Bathing Soaps","ക്യൂട്ടീ ചന്ദനം സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_sandal_soap.png"
"Cutee","ANG-PER-0059","Cutee International Pure White Soap","Bathing Soaps","ക്യൂട്ടീ international pure white സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_international_pure_white_soap.png"
"Cutee","ANG-PER-0060","Cutee International Green Tea Aroma Soap","Bathing Soaps","ക്യൂട്ടീ international green tea aroma സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_international_green_tea_aroma_soap.png"
"Cutee","ANG-PER-0061","Cutee Herbow Soap","Bathing Soaps","ക്യൂട്ടീ herbow സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_herbow_soap.png"
"Cutee","ANG-PER-0062","Cutee Milso Soap","Bathing Soaps","ക്യൂട്ടീ milso സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_milso_soap.png"
"Cutee","ANG-PER-0063","Cutee Sandal Gold Soap","Bathing Soaps","ക്യൂട്ടീ ചന്ദനം gold സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_sandal_gold_soap.png"
"Cutee","ANG-PER-0064","Cutee Milky Almond Soap","Bathing Soaps","ക്യൂട്ടീ milky ബദാം സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_milky_almond_soap.png"
"Cutee","ANG-PER-0065","Cutee Lavender Bloom","Bathing Soaps","ക്യൂട്ടീ lavender bloom","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_lavender_bloom.png"
"Cutee","ANG-PER-0066","Cutee Sandal Hand Wash","Bathing Soaps","ക്യൂട്ടീ ചന്ദനം ഹാൻഡ് വാഷ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_sandal_hand_wash.png"
"Cutee","ANG-PER-0067","Cutee The Beauty Soap","Bathing Soaps","ക്യൂട്ടീ the സൗന്ദര്യ സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/cutee/cutee_the_beauty_soap.png"
"Lux","ANG-PER-0068","Lux Soft Glow Rose & Vitamin E Soap","Bathing Soaps","ലക്സ് soft glow പനിനീർ & vitamin e സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_soft_glow_rose_vitamin_e_soap.jpg"
"Lux","ANG-PER-0069","Lux Velvet Glow Jasmine & Almond Oil Soap","Bathing Soaps","ലക്സ് velvet glow മുല്ലപ്പൂ & ബദാം oil സോപ്പ്","38","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_velvet_glow_jasmine_almond_oil_soap.jpg"
"Lux","ANG-PER-0070","Lux Radiant Glow Sandalwood & Honey Soap","Bathing Soaps","ലക്സ് radiant glow ചന്ദനം & തേൻ സോപ്പ്","42","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_soft_glow_rose_vitamin_e_soap.jpg"
"Lux","ANG-PER-0071","Lux Fresh Glow Cooling Mint & Water Lily Soap","Bathing Soaps","ലക്സ് fresh glow cooling mint & water lily സോപ്പ്","38","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_velvet_glow_jasmine_almond_oil_soap.jpg"
"Lux","ANG-PER-0072","Lux Magical Spell Black Orchid Body Wash","Body Wash & Shower Gel","ലക്സ് magical spell black orchid ബോഡി വാഷ്","135","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_magical_spell_black_orchid_body_wash.jpg"
"Lux","ANG-PER-0073","Lux Velvet Touch Jasmine & Almond Oil Body Wash","Body Wash & Shower Gel","ലക്സ് velvet touch മുല്ലപ്പൂ & ബദാം oil ബോഡി വാഷ്","135","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_magical_spell_black_orchid_body_wash.jpg"
"Lux","ANG-PER-0074","Lux Soft Touch French Rose Body Wash","Body Wash & Shower Gel","ലക്സ് soft touch french പനിനീർ ബോഡി വാഷ്","135","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_magical_spell_black_orchid_body_wash.jpg"
"Lux","ANG-PER-0075","Lux Botanicals Skin Purify Freesia & Tea Tree Body Wash","Body Wash & Shower Gel","ലക്സ് botanicals skin purify freesia & tea tree ബോഡി വാഷ്","145","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/lux/lux_magical_spell_black_orchid_body_wash.jpg"
"Pears","ANG-PER-0076","Pears Pure & Gentle Bathing Bar","Bathing Soaps","പിയേഴ്സ് pure & gentle bathing bar","52","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_bathing_bar.jpg"
"Pears","ANG-PER-0077","Pears Soft & Fresh Bathing Bar","Bathing Soaps","പിയേഴ്സ് soft & fresh bathing bar","52","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_bathing_bar.jpg"
"Pears","ANG-PER-0078","Pears Oil Clear & Glow Bathing Bar","Bathing Soaps","പിയേഴ്സ് oil clear & glow bathing bar","52","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_oil_clear_glow_bathing_bar.jpg"
"Pears","ANG-PER-0079","Pears Pure & Gentle Body Wash","Body Wash & Shower Gel","പിയേഴ്സ് pure & gentle ബോഡി വാഷ്","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_body_wash.jpg"
"Pears","ANG-PER-0080","Pears Soft & Fresh Mint Body Wash","Body Wash & Shower Gel","പിയേഴ്സ് soft & fresh mint ബോഡി വാഷ്","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_body_wash.jpg"
"Pears","ANG-PER-0081","Pears Oil Clear Lemon Flower Body Wash","Body Wash & Shower Gel","പിയേഴ്സ് oil clear lemon flower ബോഡി വാഷ്","140","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_body_wash.jpg"
"Pears","ANG-PER-0082","Pears Pure & Gentle Hand Wash Pump","Hand Wash","പിയേഴ്സ് pure & gentle ഹാൻഡ് വാഷ് pump","99","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/pears/pears_pure_gentle_body_wash.jpg"
"Himalaya","ANG-PER-0083","Himalaya Purifying Neem Pack 200g","Skin Care & Face Wash","ഹിമാലയ purifying വേപ്പ് pack 200g","225","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_purifying_neem_pack_200g.png"
"Himalaya","ANG-PER-0084","Himalaya Aloe & Cucumber Refreshing Serum Body Lotion","Body Lotion","ഹിമാലയ കറ്റാർവാഴ & cucumber refreshing serum ബോഡി ലോഷൻ","99","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_aloe_cucumber_refreshing_serum_body_lotion.jpg"
"Himalaya","ANG-PER-0085","Himalaya Botanique Baby Wash & Shampoo","Baby Care & Soaps","ഹിമാലയ botanique ബേബി വാഷ് & ഷാംപൂ","300","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_botanique_baby_wash_shampoo.jpg"
"Himalaya","ANG-PER-0086","Himalaya Botanique Baby Bubble Bath","Baby Care & Soaps","ഹിമാലയ botanique baby bubble bath","250","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_botanique_baby_bubble_bath.jpg"
"Himalaya","ANG-PER-0087","Himalaya Botanique Baby Bathing Bar","Baby Care & Soaps","ഹിമാലയ botanique baby bathing bar","225","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_botanique_baby_bathing_bar.jpg"
"Himalaya","ANG-PER-0088","Himalaya Hydra Plump Aloe Face Serum","Skin Care & Face Wash","ഹിമാലയ hydra plump കറ്റാർവാഴ ഫേസ് സെറം","299","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_hydra_plump_aloe_face_serum.jpg"
"Himalaya","ANG-PER-0089","Himalaya SunProtect+ Ultra-Light Sunscreen Creme Gel","Skin Care & Face Wash","ഹിമാലയ sunprotect+ ultra-light സൺസ്ക്രീൻ creme gel","449","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_sunprotect_ultra_light_sunscreen_creme_gel.png"
"Himalaya","ANG-PER-0090","Himalaya Gentle Baby Sunscreen Lotion","Baby Care & Soaps","ഹിമാലയ gentle baby സൺസ്ക്രീൻ lotion","400","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_gentle_baby_sunscreen_lotion.jpg"
"Himalaya","ANG-PER-0091","Himalaya Purifying Neem Face Serum","Skin Care & Face Wash","ഹിമാലയ purifying വേപ്പ് ഫേസ് സെറം","249","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_purifying_neem_face_serum.jpg"
"Himalaya","ANG-PER-0092","Himalaya Acne Clear+ Moisturizing Gel","Skin Care & Face Wash","ഹിമാലയ acne clear+ moisturizing gel","349","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_acne_clear_moisturizing_gel.jpg"
"Himalaya","ANG-PER-0093","Himalaya Soothing Baby Powder","Baby Care & Soaps","ഹിമാലയ soothing ബേബി പൗഡർ","130","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_soothing_baby_powder.jpg"
"Himalaya","ANG-PER-0094","Himalaya Hydrating Aloe Vera Face Wash","Body Wash & Shower Gel","ഹിമാലയ hydrating കറ്റാർവാഴ ഫേസ് വാഷ്","95","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_hydrating_aloe_vera_face_wash.jpg"
"Himalaya","ANG-PER-0095","Himalaya Gentle Baby Cream","Baby Care & Soaps","ഹിമാലയ gentle ബേബി ക്രീം","105","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/himalaya/himalaya_gentle_baby_cream.jpg"
