Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"ANG-STA-0011","Apsara Drawing Pencil","Pencils","അപ്സര ഡ്രോയിംഗ് പെൻസിൽ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_drawing_pencil.png"
"ANG-STA-0012","Apsara EZ Grip Pencils","Pencils","അപ്സര ഈസി ഗ്രിപ്പ് പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_ez_grip_pencils.png"
"ANG-STA-0013","Apsara Glass Marking Pencils","Pencils","അപ്സര ഗ്ലാസ് മാർക്കിംഗ് പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_glass_marking_pencils.png"
"ANG-STA-0014","Apsara Gold Pencil","Pencils","അപ്സര ഗോൾഡ് പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_gold_pencil.png"
"ANG-STA-0015","Apsara JOI Mechanical Pencil","Pencils","അപ്സര ജോയ് മെക്കാനിക്കൽ പെൻസിൽ","30","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_joi_mechanical_pencil.png"
"ANG-STA-0016","Apsara Jumbo Writing Pencils","Pencils","അപ്സര ജംബോ റൈറ്റിംഗ് പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_jumbo_writing_pencils.png"
"ANG-STA-0017","Apsara Marvel Avengers Pencil","Pencils","അപ്സര മാർവൽ അവഞ്ചേഴ്സ് പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_marvel_avengers_pencil.png"
"ANG-STA-0018","Apsara Matt Magic 2.0 Pencil","Pencils","അപ്സര മാറ്റ് മാജിക് 2.0 പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_matt_magic_2_0_pencil.png"
"ANG-STA-0019","Apsara Matt Magic Special Edition Pack Pencil","Pencils","അപ്സര മാറ്റ് മാജിക് സ്പെഷ്യൽ എഡിഷൻ പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_matt_magic_special_edition_pack.webp"
"ANG-STA-0020","Apsara Platinum Pencil","Pencils","അപ്സര പ്ലാറ്റിനം പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_platinum_pencil.png"
"ANG-STA-0021","Apsara Pop Pencils","Pencils","അപ്സര pop പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_pop_pencils.png"
"ANG-STA-0022","Apsara Popstar Pencils","Pencils","അപ്സര popstar പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_popstar_pencils.png"
"ANG-STA-0023","Apsara Regal Gold Pencil","Pencils","അപ്സര regal ഗോൾഡ് പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_regal_gold_pencil.png"
"ANG-STA-0024","Apsara Space Kids Pencils","Pencils","അപ്സര space kids പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_space_kids_pencils.png"
"ANG-STA-0025","Apsara Spider-Man Pencils","Pencils","അപ്സര spider-man പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_spider_man_pencils.png"
"ANG-STA-0026","Apsara Steno Pencils","Pencils","അപ്സര steno പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_steno_pencils.png"
"ANG-STA-0027","Apsara Triga Pencils","Pencils","അപ്സര triga പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_triga_pencils.png"
"ANG-STA-0028","Apsara Zesta Pencil","Pencils","അപ്സര zesta പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_zesta_pencil.png"
"ANG-STA-0029","Apsara Assorted Eraser","Erasers","അപ്സര അസോർട്ടഡ് ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_assorted_eraser.png"
"ANG-STA-0030","Apsara Mechano Eraser","Erasers","അപ്സര മെക്കാനോ ഇറേസർ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_mechano_eraser.png"
"ANG-STA-0031","Apsara Non Dust Eraser","Erasers","അപ്സര നോൺ ഡസ്റ്റ് ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_non_dust_eraser.png"
"ANG-STA-0032","Apsara Pop Eraser","Erasers","അപ്സര pop ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_pop_eraser.png"
"ANG-STA-0033","Apsara Rub Along Eraser (RAL)","Erasers","അപ്സര rub along ഇറേസർ (ral)","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_rub_along_eraser_ral.png"
"ANG-STA-0034","Apsara Stripes Eraser","Erasers","അപ്സര stripes ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_stripes_eraser.png"
"ANG-STA-0035","Apsara Top-It Pencil Eraser","Erasers","അപ്സര top-it പെൻസിൽ ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/erasers_top_it_pencil_eraser.png"
"ANG-STA-0036","Apsara Deluxe Scale","Scales & Rulers","അപ്സര ഡീലക്സ് സ്കെയിൽ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/scales_deluxe_scale.png"
"ANG-STA-0037","Apsara Mathematical Instrument Set","Scales & Rulers","അപ്സര മാത്തമാറ്റിക്കൽ ഇൻസ്ട്രുമെന്റ് സെറ്റ്","95","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/scales_mathematical_instrument_set.png"
"ANG-STA-0038","Apsara Precise Geometry Box","Scales & Rulers","അപ്സര പ്രിസൈസ് ജോമെട്രി ബോക്സ്","95","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/scales_precise_geometry_box.webp"
"ANG-STA-0039","Apsara Shatter Proof Scale","Scales & Rulers","അപ്സര shatter proof സ്കെയിൽ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/scales_shatter_proof_scale.png"
"ANG-STA-0040","Apsara Long Point Sharpener","Sharpeners","അപ്സര ലോംഗ് പോയിന്റ് ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/sharpners_long_point_sharpener.png"
"ANG-STA-0041","Apsara Spaceball Sharpener","Sharpeners","അപ്സര സ്പേസ്ബോൾ ഷാർപ്നർ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/sharpners_spaceball_sharpener.png"
"ANG-STA-0042","Apsara Tidy up Eraser-Sharpener Combo","Sharpeners","അപ്സര ടൈഡി അപ്പ് ഇറേസർ-ഷാർപ്നർ കോംബോ","10","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/sharpners_tidy_up_eraser_sharpener_combo.png"
"ANG-STA-0043","Apsara Tidy-Top Sharpener","Sharpeners","അപ്സര tidy-top ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/sharpners_tidy_top_sharpener.png"
"ANG-STA-0044","Apsara GenZ Pen","Pens","അപ്സര ജെൻസി ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pens_genz_pen.png"
"ANG-STA-0045","Apsara LIT Gel Pen","Pens","അപ്സര ലിറ്റ് ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pens_lit_gel_pen.png"
"ANG-STA-0046","Apsara A4 Drawing book","Notebooks","അപ്സര എ4 ഡ്രോയിംഗ് ബുക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_a4_drawing_book.png"
"ANG-STA-0047","Apsara A4 Longbook - Single Line","Notebooks","അപ്സര എ4 സിംഗിൾ ലൈൻ ലോംഗ്ബുക്ക്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_a4_longbook_single_line.png"
"ANG-STA-0048","Apsara A4 Longbook - Unruled","Notebooks","അപ്സര എ4 അൺറൂൾഡ് ലോംഗ്ബുക്ക്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_a4_longbook_unruled.png"
"ANG-STA-0049","Apsara Conference Pad","Notebooks","അപ്സര conference pad","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_conference_pad.png"
"ANG-STA-0050","Apsara Grapgh Book (1cm)","Notebooks","അപ്സര grapgh book (1cm)","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_grapgh_book_1cm.png"
"ANG-STA-0051","Apsara Grapgh Book (2cm)","Notebooks","അപ്സര grapgh book (2cm)","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_grapgh_book_2cm.png"
"ANG-STA-0052","Apsara King Size - Maths Ruled","Notebooks","അപ്സര king size - maths ruled","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_maths_ruled.png"
"ANG-STA-0053","Apsara King Size - Maths Unruled","Notebooks","അപ്സര king size - maths അൺറൂൾഡ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_maths_unruled.png"
"ANG-STA-0054","Apsara King Size 3 In 1 Double Line","Notebooks","അപ്സര king size 3 in 1 ഡബിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_3_in_1_double_line.png"
"ANG-STA-0055","Apsara King Size 3 In 1 Single Line","Notebooks","അപ്സര king size 3 in 1 സിംഗിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_3_in_1_single_line.png"
"ANG-STA-0056","Apsara King Size - Broadline","Notebooks","അപ്സര king size - broadline","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_broadline.png"
"ANG-STA-0057","Apsara King Size - Double Line","Notebooks","അപ്സര king size - ഡബിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_double_line.png"
"ANG-STA-0058","Apsara King Size Fourline Interleaf","Notebooks","അപ്സര king size fourline ഇന്റർലീഫ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_fourline_interleaf.png"
"ANG-STA-0059","Apsara King Size - Med Square","Notebooks","അപ്സര king size - med square","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_med_square.png"
"ANG-STA-0060","Apsara King Size - Red & Blue with Gap","Notebooks","അപ്സര king size - red & blue with gap","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_red_blue_with_gap.png"
"ANG-STA-0061","Apsara King Size - Single Line","Notebooks","അപ്സര king size - സിംഗിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_single_line.png"
"ANG-STA-0062","Apsara King Size - SL Interleaf","Notebooks","അപ്സര king size - sl ഇന്റർലീഫ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_sl_interleaf.png"
"ANG-STA-0063","Apsara King Size - Unruled","Notebooks","അപ്സര king size - അൺറൂൾഡ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_king_size_unruled.png"
"ANG-STA-0064","Apsara Longbook - Single Line","Notebooks","അപ്സര longbook - സിംഗിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_longbook_single_line.png"
"ANG-STA-0065","Apsara Longbook - Unruled","Notebooks","അപ്സര longbook - അൺറൂൾഡ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_longbook_unruled.png"
"ANG-STA-0066","Apsara Mahabar Book Single Line","Notebooks","അപ്സര mahabar book സിംഗിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_mahabar_book_single_line.png"
"ANG-STA-0067","Apsara Mahabar Book - Unruled","Notebooks","അപ്സര mahabar book - അൺറൂൾഡ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_mahabar_book_unruled.png"
"ANG-STA-0068","Apsara Practical Book - Single Lined Interleaf","Notebooks","അപ്സര പ്രാക്ടിക്കൽ ബുക്ക് - single lined ഇന്റർലീഫ്","50","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_practical_book.png"
"ANG-STA-0069","Apsara Ultra Longbook Acc Ruling","Notebooks","അപ്സര ultra longbook acc ruling","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_ultra_longbook_acc_ruling.png"
"ANG-STA-0070","Apsara Ultra Longbook Single Line","Notebooks","അപ്സര ultra longbook സിംഗിൾ ലൈൻ","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_ultra_longbook_single_line.png"
"ANG-STA-0071","Apsara Ultra Longbook - Unruled","Notebooks","അപ്സര ultra longbook - അൺറൂൾഡ്","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_ultra_longbook_unruled.png"
"ANG-STA-0072","Apsara Wiro Notepad","Notebooks","അപ്സര wiro notepad","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/notebooks_wiro_notepad.png"
"ANG-STA-0073","Apsara Dustless Chalk","Chalks","അപ്സര ഡസ്റ്റ്‌ലെസ് ചോക്ക്","45","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/chalks_apsara_dustless_chalk.png"
"ANG-STA-0074","Apsara 12 Soyfun Crayons","Art Material","അപ്സര 12 സോയ്ഫൺ ക്രയോൺസ്","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_12_soyfun_crayons.png"
"ANG-STA-0075","Apsara 12 Washable Crayon","Art Material","അപ്സര 12 വാഷബിൾ ക്രയോൺസ്","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_12_washable_crayon.png"
"ANG-STA-0076","Apsara 14 Jumbo Wax Crayon","Art Material","അപ്സര 14 ജംബോ വാക്സ് ക്രയോൺസ്","60","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_14_jumbo_wax_crayon.png"
"ANG-STA-0077","Apsara Acrylic Colours","Art Material","അപ്സര acrylic colours","45","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_acrylic_colours.png"
"ANG-STA-0078","Apsara Bi-colour Pencils (Art Edition)","Art Material","അപ്സര ബൈ-കളർ പെൻസിലുകൾ ((ആർട്ട് എഡിഷൻ))","45","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/pencils_bi_colour_pencil.png"
"ANG-STA-0079","Apsara Colour Pencils (Art & Sketch Edition)","Art Material","അപ്സര കളർ പെൻസിലുകൾ ((ആർട്ട് & സ്കെച്ച്))","45","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_colour_pencils.png"
"ANG-STA-0080","Apsara Jumbo Colour Pencil","Art Material","അപ്സര ജംബോ കളർ പെൻസിൽ","45","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_jumbo_colour_pencil.webp"
"ANG-STA-0081","Apsara Konnect Brush Pens","Art Material","അപ്സര konnect ബ്രഷ് പെന്നുകൾ","150","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_konnect_brush_pens.png"
"ANG-STA-0082","Apsara Modelling Clay","Art Material","അപ്സര modelling clay","65","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_modelling_clay.png"
"ANG-STA-0083","Apsara Oil Pastels","Art Material","അപ്സര ഓയിൽ പാസ്റ്റൽസ്","55","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_oil_pastels.png"
"ANG-STA-0084","Apsara Painting Brush","Art Material","അപ്സര പെയിന്റിംഗ് ബ്രഷ്","55","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_painting_brush.png"
"ANG-STA-0085","Apsara Plastic Crayons","Art Material","അപ്സര പ്ലാസ്റ്റിക് ക്രയോൺസ്","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_plastic_crayons.png"
"ANG-STA-0086","Apsara Popstar Grip Crayons","Art Material","അപ്സര പോപ്സ്റ്റാർ ഗ്രിപ്പ് ക്രയോൺസ്","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_popstar_grip_crayons.png"
"ANG-STA-0087","Apsara Poster colour","Art Material","അപ്സര പോസ്റ്റർ കളർ","120","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_poster_colour.png"
"ANG-STA-0088","Apsara Premium Colour Pencil","Art Material","അപ്സര പ്രീമിയം കളർ പെൻസിൽ","45","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_premium_colour_pencil.png"
"ANG-STA-0089","Apsara Sketch Pen","Art Material","അപ്സര സ്കെച്ച് പെൻ","40","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_sketch_pen.png"
"ANG-STA-0090","Apsara Water Colour Tubes","Art Material","അപ്സര വാട്ടർ കളർ tubes","75","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_water_colour_tubes.png"
"ANG-STA-0091","Apsara Wax Crayon","Art Material","അപ്സര വാക്സ് ക്രയോൺസ്","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_wax_crayon.png"
"ANG-STA-0092","Apsara Wax Crayon - Extra Long","Art Material","അപ്സര വാക്സ് ക്രയോൺസ് - extra long","35","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/art_material_wax_crayon_extra_long.png"
"ANG-STA-0093","Apsara Ace Kit","Stationery Kits","അപ്സര ഏസ് സ്റ്റേഷനറി കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_ace_kit.png"
"ANG-STA-0094","Apsara Bag","Stationery Kits","അപ്സര bag","249","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_apsara_bag.png"
"ANG-STA-0095","Apsara Art Explorer Kit","Stationery Kits","അപ്സര ആർട്ട് എക്സ്പ്ലോറർ കിറ്റ്","179","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_art_explorer_kit.png"
"ANG-STA-0096","Apsara Art Kit","Stationery Kits","അപ്സര art കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_art_kit.png"
"ANG-STA-0097","Apsara Avengers kit","Stationery Kits","അപ്സര avengers കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_kit.png"
"ANG-STA-0098","Apsara Avengers Play Set","Stationery Kits","അപ്സര avengers play set കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_play_set.webp"
"ANG-STA-0099","Apsara Colouring Kit","Stationery Kits","അപ്സര കളറിംഗ് കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_colouring_kit.png"
"ANG-STA-0100","Apsara Designer's kit","Stationery Kits","അപ്സര designer's കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_designers_kit.png"
"ANG-STA-0101","Apsara Disney Princess Kit (₹199 Edition)","Stationery Kits","അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹199 എഡിഷൻ))","199","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_1.jpg"
"ANG-STA-0102","Apsara Disney Princess Kit (₹99 Edition)","Stationery Kits","അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹99 എഡിഷൻ))","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_2.png"
"ANG-STA-0103","Apsara Disney Princess Kit (₹50 Edition)","Stationery Kits","അപ്സര ഡിസ്നി പ്രിൻസസ് കിറ്റ് ((₹50 എഡിഷൻ))","50","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_disney_princess_kit_3.jpg"
"ANG-STA-0104","Apsara Frozen Magic Set","Stationery Kits","അപ്സര frozen magic set കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_avengers_play_set_copy.webp"
"ANG-STA-0105","Apsara Funaza kit","Stationery Kits","അപ്സര funaza കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_funaza_kit.png"
"ANG-STA-0106","Apsara Joy Kit","Stationery Kits","അപ്സര joy കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_joy_kit.png"
"ANG-STA-0107","Apsara Mandala Kit","Stationery Kits","അപ്സര mandala കിറ്റ്","149","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_mandala_kit.png"
"ANG-STA-0108","Apsara Marvel Avengers Kit (₹199 Edition)","Stationery Kits","അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹199 എഡിഷൻ))","199","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_4.jpg"
"ANG-STA-0109","Apsara Marvel Avengers Kit (₹99 Edition)","Stationery Kits","അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹99 എഡിഷൻ))","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_3.png"
"ANG-STA-0110","Apsara Marvel Avengers Kit (₹50 Edition)","Stationery Kits","അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹50 എഡിഷൻ))","50","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_2.png"
"ANG-STA-0111","Apsara Marvel Avengers Kit (₹30 Edition)","Stationery Kits","അപ്സര മാർവൽ അവഞ്ചേഴ്സ് കിറ്റ് ((₹30 എഡിഷൻ))","30","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/apsara/kits_marvel_avengers_kit_1.png"
