Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"ANG-STA-0211","Nataraj Pebbles Eraser","Erasers","നടരാജ് pebbles ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_pebbles.png"
"ANG-STA-0212","Nataraj Petals Eraser","Erasers","നടരാജ് petals ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_petals.png"
"ANG-STA-0213","Nataraj Smiley Erasers","Erasers","നടരാജ് smiley ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_smiley_erasers.png"
"ANG-STA-0214","Nataraj Wild E Eraser","Erasers","നടരാജ് wild e ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/erasers_wild_e.png"
"ANG-STA-0215","Nataraj 621 Sharpener","Sharpeners","നടരാജ് 621 ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_621_sharpener.png"
"ANG-STA-0216","Nataraj Crystal Heart Sharpener","Sharpeners","നടരാജ് crystal heart ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_crystal_heart_sharpener.png"
"ANG-STA-0217","Nataraj Crystal Round Sharpener","Sharpeners","നടരാജ് crystal round ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_crystal_round_sharpener.png"
"ANG-STA-0218","Nataraj Left Ease Sharpener","Sharpeners","നടരാജ് left ease ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/sharpeners_left_ease_sharpener.png"
"ANG-STA-0219","Nataraj 621 Scale","Scales & Rulers","നടരാജ് 621 സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_621_scale.png"
"ANG-STA-0220","Nataraj Classic Compass Scale","Scales & Rulers","നടരാജ് classic കോമ്പസ് സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_classic_compass.png"
"ANG-STA-0221","Nataraj Classic Protractor Scale","Scales & Rulers","നടരാജ് classic പ്രൊട്രാക്ടർ സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_classic_protractor.png"
"ANG-STA-0222","Nataraj Construct Geometry Box Scale","Scales & Rulers","നടരാജ് construct ജോമെട്രി ബോക്സ് സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_construct_geometry_box.png"
"ANG-STA-0223","Nataraj Define Geometry Box Scale","Scales & Rulers","നടരാജ് define ജോമെട്രി ബോക്സ് സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_define_geometry_box.png"
"ANG-STA-0224","Nataraj Fundamental Instrument Set Scale","Scales & Rulers","നടരാജ് fundamental instrument set സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_fundamental_instrument_set.png"
"ANG-STA-0225","Nataraj Onpoint Geometry Box Scale","Scales & Rulers","നടരാജ് onpoint ജോമെട്രി ബോക്സ് സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_onpoint_geometry_box.png"
"ANG-STA-0226","Nataraj Pokit Geomtry Box Scale","Scales & Rulers","നടരാജ് pokit geomtry box സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_pokit_geomtry_box.png"
"ANG-STA-0227","Nataraj Toolkit Geometry Box Scale","Scales & Rulers","നടരാജ് toolkit ജോമെട്രി ബോക്സ് സ്കെയിൽ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/scales_toolkit_geometry_box.png"
"ANG-STA-0228","Nataraj All Rounder Ball Pen","Pens","നടരാജ് all rounder ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_all_rounder_ball_pen.webp"
"ANG-STA-0229","Nataraj All Spark Ball Pen","Pens","നടരാജ് all spark ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_all_spark_ball_pen.png"
"ANG-STA-0230","Nataraj Classic Ball Pen","Pens","നടരാജ് ക്ലാസിക് ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_classic_ball_pen.png"
"ANG-STA-0231","Nataraj Gelix Gel Pen","Pens","നടരാജ് ജെലിക്സ് ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gelix_gel_pen.png"
"ANG-STA-0232","Nataraj Gelix II Gel Pen","Pens","നടരാജ് gelix ii ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gelix_ii_gel_pen.png"
"ANG-STA-0233","Nataraj Glow Ball Pen","Pens","നടരാജ് glow ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_glow_ball_pen.png"
"ANG-STA-0234","Nataraj Gripwrite Ball Pen","Pens","നടരാജ് gripwrite ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_gripwrite_ball_pen.png"
"ANG-STA-0235","Nataraj Hidey Ball Pen","Pens","നടരാജ് hidey ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_hidey_ball_pen.webp"
"ANG-STA-0236","Nataraj Itip Gel Pen","Pens","നടരാജ് itip ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_itip_gel_pen.png"
"ANG-STA-0237","Nataraj Max Grip Ball Pen","Pens","നടരാജ് max grip ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_max_grip_ball_pen.png"
"ANG-STA-0238","Nataraj Max Grip Gel Pen","Pens","നടരാജ് max grip ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_max_grip_gel_pen.webp"
"ANG-STA-0239","Nataraj Mist Ball Pen","Pens","നടരാജ് മിസ്റ്റ് ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_mist_ball_pen.png"
"ANG-STA-0240","Nataraj Penlock Ball Pen","Pens","നടരാജ് penlock ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_penlock_ball_pen.png"
"ANG-STA-0241","Nataraj Retrax Ball Pen","Pens","നടരാജ് retrax ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_retrax_ball_pen.png"
"ANG-STA-0242","Nataraj Skater Gel Pen","Pens","നടരാജ് skater ജെൽ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_skater_gel_pen.png"
"ANG-STA-0243","Nataraj Slay Ball Pen","Pens","നടരാജ് slay ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_slay_ball_pen.webp"
"ANG-STA-0244","Nataraj Snappy Ball Pen","Pens","നടരാജ് snappy ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_snappy_ball_pen.png"
"ANG-STA-0245","Nataraj Superx Ball Pen","Pens","നടരാജ് superx ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_superx_ball_pen.png"
"ANG-STA-0246","Nataraj Superx2 Ball Pen","Pens","നടരാജ് superx2 ബോൾ പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/pens_superx2_ball_pen.png"
"ANG-STA-0247","Nataraj Best Of Luck Kit","Stationery Kits","നടരാജ് best of luck കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/kits_best_of_luck_kit.png"
"ANG-STA-0248","Nataraj Study Kit","Stationery Kits","നടരാജ് study കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/kits_study_kit.png"
"ANG-STA-0249","Nataraj Trio Kit","Stationery Kits","നടരാജ് trio കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/kits_trio_kit.png"
"ANG-STA-0250","Nataraj Writing Kit","Stationery Kits","നടരാജ് writing കിറ്റ്","99","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/kits_writing_kit.png"
"ANG-STA-0251","Nataraj Classic Cutters","Cutters & Scissors","നടരാജ് classic cutters","30","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/cutters_classic_cutters.png"
"ANG-STA-0252","Nataraj Handy Cutters","Cutters & Scissors","നടരാജ് handy cutters","30","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/cutters_handy_cutters.png"
"ANG-STA-0253","Nataraj Large Cutters","Cutters & Scissors","നടരാജ് large cutters","30","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/cutters_large_cutters.png"
"ANG-STA-0254","Nataraj Mini Cutters","Cutters & Scissors","നടരാജ് mini cutters","30","1","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/nataraj/cutters_mini_cutters.png"
