Code,Name,Category,Malayalam Name,Base Price,Variants Count,Image URL
"ANG-STA-0313","DOMS Inxify Ballpoint Pens","Pens & Writing","ഡോംസ് inxify ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_ballpoint_pens_2.webp"
"ANG-STA-0314","DOMS INXIFY BALLPOINT PENS","Pens & Writing","ഡോംസ് inxify ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_ballpoint_pens_3.webp"
"ANG-STA-0315","DOMS Inxify Ballpoint Pens (Series 2)","Pens & Writing","ഡോംസ് inxify ബോൾപോയിന്റ് പെന്നുകൾ (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_ballpoint_pens.webp"
"ANG-STA-0316","DOMS Inxify Softy Ballpoint Pens","Pens & Writing","ഡോംസ് inxify softy ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_softy_ballpoint_pens_3.webp"
"ANG-STA-0317","DOMS Inxify Softy Ballpoint Pens (Series 2)","Pens & Writing","ഡോംസ് inxify softy ബോൾപോയിന്റ് പെന്നുകൾ (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_softy_ballpoint_pens.webp"
"ANG-STA-0318","DOMS Inxify Softy Ballpoint Pens (Edition 2)","Pens & Writing","ഡോംസ് inxify softy ബോൾപോയിന്റ് പെന്നുകൾ (edition 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxify_softy_ballpoint_pens_2.webp"
"ANG-STA-0319","DOMS Inxjet Roller Pens (10 Pc Pack)","Pens & Writing","ഡോംസ് ഇൻക്സ്ജെറ്റ് റോളർ പെന്നുകൾ (10 pc pack)","25","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxjet_roller_pens_10_pc_pack_2.webp"
"ANG-STA-0320","DOMS Inxjet Roller Pens (10 Pc Pack) (Pack)","Pens & Writing","ഡോംസ് ഇൻക്സ്ജെറ്റ് റോളർ പെന്നുകൾ (10 pc pack) (pack)","25","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxjet_roller_pens_10_pc_pack.webp"
"ANG-STA-0321","DOMS Inxo Classic","Pens & Writing","ഡോംസ് inxo classic","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxo_classic_2.jpeg"
"ANG-STA-0322","DOMS Inxo Classic (Series 2)","Pens & Writing","ഡോംസ് inxo classic (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxo_classic.webp"
"ANG-STA-0323","DOMS Inxon","Pens & Writing","ഡോംസ് inxon","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxon.jpg"
"ANG-STA-0324","DOMS Inxon Ballpoint Pens","Pens & Writing","ഡോംസ് inxon ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxon_ballpoint_pens_10_pc_pack.webp"
"ANG-STA-0325","DOMS Inxtra Ballpoint Pens","Pens & Writing","ഡോംസ് inxtra ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxtra_ballpoint_pens.webp"
"ANG-STA-0326","DOMS Inxtra Ballpoint Pens (Pack)","Pens & Writing","ഡോംസ് inxtra ബോൾപോയിന്റ് പെന്നുകൾ (pack)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxon_ballpoint_pens_10_pc_pack_copy.webp"
"ANG-STA-0327","DOMS INXTRA Fine","Pens & Writing","ഡോംസ് inxtra fine","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_inxtra_fine.png"
"ANG-STA-0328","DOMS Kika R8 Ballpoint Pens","Pens & Writing","ഡോംസ് kika r8 ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_kika_r8_ballpoint_pens.webp"
"ANG-STA-0329","DOMS PROXIMA BALLPOINT PEN","Pens & Writing","ഡോംസ് proxima ബോൾപോയിന്റ് പേന","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_proxima_ballpoint_pen.webp"
"ANG-STA-0330","DOMS Proxima Ballpoint Pens","Pens & Writing","ഡോംസ് proxima ബോൾപോയിന്റ് പെന്നുകൾ","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_proxima_ballpoint_pens_2.webp"
"ANG-STA-0331","DOMS Proxima Ballpoint Pens (Series 2)","Pens & Writing","ഡോംസ് proxima ബോൾപോയിന്റ് പെന്നുകൾ (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_proxima_ballpoint_pens.webp"
"ANG-STA-0332","DOMS Proxima Pens","Pens & Writing","ഡോംസ് proxima pens","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_doms_ballpoint_pens_3.webp"
"ANG-STA-0333","DOMS Inxglo (Edition 2)","Pens & Writing","ഡോംസ് inxglo (edition 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxglo_2.png"
"ANG-STA-0334","DOMS Inxglo (Series 3)","Pens & Writing","ഡോംസ് inxglo (series 3)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxglo.webp"
"ANG-STA-0335","DOMS INXIFY Gel","Pens & Writing","ഡോംസ് inxify gel","15","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxify_gel.png"
"ANG-STA-0336","DOMS Inxify gel - 5N Gel Pens","Pens & Writing","ഡോംസ് inxify gel - 5n gel pens","15","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxify_gel_5n_gel_pens.webp"
"ANG-STA-0337","DOMS Inxify Plus","Pens & Writing","ഡോംസ് inxify plus","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxify_plus_2.webp"
"ANG-STA-0338","DOMS Inxify Plus (Series 2)","Pens & Writing","ഡോംസ് inxify plus (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxify_plus.webp"
"ANG-STA-0339","DOMS Inxjet Free ink roller pen","Pens & Writing","ഡോംസ് inxjet free ink റോളർ പേന","25","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxjet_free_ink_roller_pen.webp"
"ANG-STA-0340","DOMS Inxklick 5 pcs pouch","Pens & Writing","ഡോംസ് inxklick 5 pcs pouch","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxklick_5_pcs_pouch.webp"
"ANG-STA-0341","DOMS Inxpop single color pen","Pens & Writing","ഡോംസ് inxpop single color pen","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxpop_single_color_pen.webp"
"ANG-STA-0342","DOMS Inxtra Candy","Pens & Writing","ഡോംസ് inxtra candy","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxtra_candy_2.webp"
"ANG-STA-0343","DOMS Inxtra Candy (Series 2)","Pens & Writing","ഡോംസ് inxtra candy (series 2)","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxtra_candy.webp"
"ANG-STA-0344","DOMS INXTRA Glassy","Pens & Writing","ഡോംസ് inxtra glassy","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxtra_glassy_2.png"
"ANG-STA-0345","DOMS Inxtra Glassy","Pens & Writing","ഡോംസ് inxtra glassy","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxtra_glassy.webp"
"ANG-STA-0346","DOMS Inxtron","Pens & Writing","ഡോംസ് inxtron","10","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pens_writing_instruments_inxtron.webp"
"ANG-STA-0347","DOMS 2 Matic","Pencils & Accessories","ഡോംസ് 2 matic","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_2_matic.webp"
"ANG-STA-0348","DOMS 3HX Pencil Sharpener","Pencils & Accessories","ഡോംസ് 3hx പെൻസിൽ ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_3hx_pencil_sharpener.webp"
"ANG-STA-0349","DOMS A1 Pencil","Pencils & Accessories","ഡോംസ് a1 പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_a1_pencil.webp"
"ANG-STA-0350","DOMS COLOUR ERASERS","Pencils & Accessories","ഡോംസ് colour ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_colour_erasers.webp"
"ANG-STA-0351","DOMS CUBO ERASERS","Pencils & Accessories","ഡോംസ് cubo ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_cubo_erasers.webp"
"ANG-STA-0352","DOMS Drawing Pencil","Pencils & Accessories","ഡോംസ് drawing പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_drawing_pencil_2.webp"
"ANG-STA-0353","DOMS Dust Collector","Pencils & Accessories","ഡോംസ് dust collector","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_dust_collector.webp"
"ANG-STA-0354","DOMS Dust Free Erasers","Pencils & Accessories","ഡോംസ് dust free ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_dust_free_erasers.webp"
"ANG-STA-0355","DOMS E-RACER ERASER","Pencils & Accessories","ഡോംസ് e-racer ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_e_racer_eraser.webp"
"ANG-STA-0356","DOMS ERASER","Pencils & Accessories","ഡോംസ് ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_eraser.webp"
"ANG-STA-0357","DOMS ERASER (Edition 2)","Pencils & Accessories","ഡോംസ് ഇറേസർ (edition 2)","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_eraser_2.webp"
"ANG-STA-0358","DOMS ERASER (Edition 3)","Pencils & Accessories","ഡോംസ് ഇറേസർ (edition 3)","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_eraser_3.webp"
"ANG-STA-0359","DOMS ERASER (Edition 4)","Pencils & Accessories","ഡോംസ് ഇറേസർ (edition 4)","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_eraser_4.webp"
"ANG-STA-0360","DOMS ERASER (Edition 5)","Pencils & Accessories","ഡോംസ് ഇറേസർ (edition 5)","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_eraser_5.webp"
"ANG-STA-0361","DOMS ERASERS","Pencils & Accessories","ഡോംസ് ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_erasers.webp"
"ANG-STA-0362","DOMS ERASMA ERASERS","Pencils & Accessories","ഡോംസ് erasma ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_erasma_erasers.webp"
"ANG-STA-0363","DOMS Erasner","Pencils & Accessories","ഡോംസ് erasner","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_erasner.webp"
"ANG-STA-0364","DOMS EXTRA LONG ERASER","Pencils & Accessories","ഡോംസ് extra long ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_fragrance_erasers.webp"
"ANG-STA-0365","DOMS Extra Long Pencil Sharpener","Pencils & Accessories","ഡോംസ് extra long പെൻസിൽ ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_extra_long_pencil_sharpener.webp"
"ANG-STA-0366","DOMS FRAGRANCE ERASERS","Pencils & Accessories","ഡോംസ് fragrance ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_fragrance_erasers_2.webp"
"ANG-STA-0367","DOMS Fusion Pencil","Pencils & Accessories","ഡോംസ് ഫ്യൂഷൻ പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_fusion_pencil.webp"
"ANG-STA-0368","DOMS Groove Pencil","Pencils & Accessories","ഡോംസ് ഗ്രൂവ് പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_groove_pencil.webp"
"ANG-STA-0369","DOMS Hello Pencil","Pencils & Accessories","ഡോംസ് hello പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_hello_pencil.webp"
"ANG-STA-0370","DOMS HEX ERASERS","Pencils & Accessories","ഡോംസ് hex ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_hex_erasers.webp"
"ANG-STA-0371","DOMS Karbon Pencil","Pencils & Accessories","ഡോംസ് karbon പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_karbon_pencil.webp"
"ANG-STA-0372","DOMS LONG COLOURED ERASERS","Pencils & Accessories","ഡോംസ് long coloured ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_long_coloured_erasers.webp"
"ANG-STA-0373","DOMS MECHANICAL Pencil","Pencils & Accessories","ഡോംസ് mechanical പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_mechanical_pencil.webp"
"ANG-STA-0374","DOMS Neon Erasner","Pencils & Accessories","ഡോംസ് neon erasner","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_neon_erasner.webp"
"ANG-STA-0375","DOMS Neon Pencil","Pencils & Accessories","ഡോംസ് നിയോൺ പെൻസിൽ","7","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_neon_pencil.webp"
"ANG-STA-0376","DOMS Neostar Pencil","Pencils & Accessories","ഡോംസ് neostar പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_neostar_pencil.webp"
"ANG-STA-0377","DOMS Palladium Pencil","Pencils & Accessories","ഡോംസ് palladium പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_palladium_pencil.webp"
"ANG-STA-0378","DOMS Pencil Sharpener","Pencils & Accessories","ഡോംസ് പെൻസിൽ ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_pencil_sharpener.webp"
"ANG-STA-0379","DOMS PEPCILS ERASER","Pencils & Accessories","ഡോംസ് pepcils ഇറേസർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_pepcils_eraser.webp"
"ANG-STA-0380","DOMS Rocket Point Erasner","Pencils & Accessories","ഡോംസ് rocket point erasner","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_rocket_point_erasner.webp"
"ANG-STA-0381","DOMS Soccer Shot","Pencils & Accessories","ഡോംസ് soccer shot","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_soccer_shot.webp"
"ANG-STA-0382","DOMS SUPER SIX PENCILS","Pencils & Accessories","ഡോംസ് super six പെൻസിലുകൾ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_super_six_pencils.webp"
"ANG-STA-0383","DOMS SUPERIO Pencil","Pencils & Accessories","ഡോംസ് സുപ്പീരിയോ പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_superio_pencil.webp"
"ANG-STA-0384","DOMS TRIANGLE FRAGRANCE ERASERS","Pencils & Accessories","ഡോംസ് triangle fragrance ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_triangle_fragrance_erasers.webp"
"ANG-STA-0385","DOMS Two Dooz Pencil Sharpener","Pencils & Accessories","ഡോംസ് two dooz പെൻസിൽ ഷാർപ്നർ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_soccer_shot_copy.webp"
"ANG-STA-0386","DOMS Ultra click mechanical pencil","Pencils & Accessories","ഡോംസ് ultra click mechanical പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_ultra_click_mechanical_pencil.webp"
"ANG-STA-0387","DOMS WIZDOM Pencil","Pencils & Accessories","ഡോംസ് wizdom പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_wizdom_pencil.webp"
"ANG-STA-0388","DOMS X1 Pencil","Pencils & Accessories","ഡോംസ് x1 പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_x1_pencil.webp"
"ANG-STA-0389","DOMS Y1 Pencil","Pencils & Accessories","ഡോംസ് y1 പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_y1_pencil.webp"
"ANG-STA-0390","DOMS Zillion Pencil","Pencils & Accessories","ഡോംസ് zillion പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_zillion_pencil.webp"
"ANG-STA-0391","DOMS ZIO Pencil","Pencils & Accessories","ഡോംസ് zio പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_zio_pencil.webp"
"ANG-STA-0392","DOMS ZODIAC ERASERS","Pencils & Accessories","ഡോംസ് zodiac ഇറേസറുകൾ","5","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_zodiac_erasers.webp"
"ANG-STA-0393","DOMS Zoom Pencil","Pencils & Accessories","ഡോംസ് zoom പെൻസിൽ","6","3","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/pencils_accessories_doms_zoom_pencil.webp"
"ANG-STA-0394","Doms 1 Subject Spiral Notebookspace Series Single Line","Paper & Notebooks","ഡോംസ് 1 subject spiral notebookspace series single line","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_1_subject_spiral_notebookspace_series_single_line.webp"
"ANG-STA-0395","Doms 1 Subject Spiral Notebookspace Series Unruled Line","Paper & Notebooks","ഡോംസ് 1 subject spiral notebookspace series unruled line","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_1_subject_spiral_notebookspace_series_single_line.webp"
"ANG-STA-0396","Doms 3 In 1 Dl Rb Sq Notebookbrown Series 24x18cm 172 Pages","Paper & Notebooks","ഡോംസ് 3 in 1 dl rb sq notebookbrown series 24x18cm 172 pages","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_3_in_1_dl_rb_sq_notebookbrown_series_24x18cm_172_pages.webp"
"ANG-STA-0397","Doms 3 In 1 Sl Rb Sq Notebookbrown Series 24x18cm 172 Pages","Paper & Notebooks","ഡോംസ് 3 in 1 sl rb sq notebookbrown series 24x18cm 172 pages","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_3_in_1_dl_rb_sq_notebookbrown_series_24x18cm_172_pages.webp"
"ANG-STA-0398","DOMS 3 in 1 Notebook (Train Tours Series)","Paper & Notebooks","ഡോംസ് 3 in 1 നോട്ട്ബുക്ക് (train tours series)","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_3_in_1_notebook_train_tours_series.webp"
"ANG-STA-0399","Doms 33x21cm Single Line Notebookfamous Mountains Series","Paper & Notebooks","ഡോംസ് 33x21cm single line notebookfamous mountains series","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_33x21cm_single_line_notebookfamous_mountains_series.webp"
"ANG-STA-0400","DOMS 33x21Cm Single Line Notebook(Landmark Series)","Paper & Notebooks","ഡോംസ് 33x21cm single line നോട്ട്ബുക്ക്(landmark series)","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_33x21cm_single_line_notebooklandmark_series.webp"
"ANG-STA-0401","Doms 33x21cm Unruled Notebookfamous Mountains Series","Paper & Notebooks","ഡോംസ് 33x21cm unruled notebookfamous mountains series","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_33x21cm_single_line_notebookfamous_mountains_series.webp"
"ANG-STA-0402","DOMS 33x21Cm Unruled Notebook(landmarks Series)","Paper & Notebooks","ഡോംസ് 33x21cm unruled നോട്ട്ബുക്ക്(landmarks series)","55","2","https://aadutygzgrbexxuznqlr.supabase.co/storage/v1/object/public/item-images/doms/paper_stationery_doms_33x21cm_single_line_notebooklandmark_series.webp"
