S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
21,Fresh Fruits,Custard Apple,"Custard Apple for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
22,Fresh Fruits,Dasheri Mango,"Dasheri Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
23,Fresh Fruits,Dates,"Dates for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
24,Fresh Fruits,Deglet Noor Dates,"Deglet Noor Dates for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
25,Fresh Fruits,Dragon Fruit,"Dragon Fruit for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1527325678964-54921661f888?w=500&auto=format&fit=crop&q=80
26,Fresh Fruits,Dwarf Cavendish Banana,"Dwarf Cavendish Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1603833665858-e61d17a86224?w=500&auto=format&fit=crop&q=80
27,Fresh Fruits,Fresh Coconut Pieces,"Fresh Coconut Pieces for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1544378730-8b5104b18790?w=500&auto=format&fit=crop&q=80
28,Fresh Fruits,Fuji Apple,"Fuji Apple for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500&auto=format&fit=crop&q=80
29,Fresh Fruits,Golden Kiwi,"Golden Kiwi for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1585059895524-72359e06133a?w=500&auto=format&fit=crop&q=80
30,Fresh Fruits,Grand Naine Banana,"Grand Naine Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1603833665858-e61d17a86224?w=500&auto=format&fit=crop&q=80
31,Fresh Fruits,Granny Smith Apple,"Granny Smith Apple for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1610832958506-aa56368176cf?w=500&auto=format&fit=crop&q=80
32,Fresh Fruits,Green Grapes,"Green Grapes for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1596363505729-4190a9506133?w=500&auto=format&fit=crop&q=80
33,Fresh Fruits,Green Pear,"Green Pear for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1514756331096-242fdeb70d4a?w=500&auto=format&fit=crop&q=80
34,Fresh Fruits,Green Seedless Grapes,"Green Seedless Grapes for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1596363505729-4190a9506133?w=500&auto=format&fit=crop&q=80
35,Fresh Fruits,Guava,"Guava for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1536511132770-e5058c7e8c46?w=500&auto=format&fit=crop&q=80
36,Fresh Fruits,Jackfruit,"Jackfruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
37,Fresh Fruits,Jackfruit Bulbs,"Jackfruit Bulbs for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1596386461350-326ccb383e9f?w=500&auto=format&fit=crop&q=80
38,Fresh Fruits,Jackfruit Seeds,"Jackfruit Seeds for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
39,Fresh Fruits,Jamun,"Jamun for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1537640538966-79f369143f8f?w=500&auto=format&fit=crop&q=80
40,Fresh Fruits,Kanchikela Banana,"Kanchikela Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1528825871115-3581a5387919?w=500&auto=format&fit=crop&q=80
41,Fresh Fruits,Karpuravalli Banana,"Karpuravalli Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=500&auto=format&fit=crop&q=80
42,Fresh Fruits,Kesar Mango,"Kesar Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
43,Fresh Fruits,Kilichundan Mango,"Kilichundan Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
44,Fresh Fruits,Kimia Dates,"Kimia Dates for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
45,Fresh Fruits,Kiwi,"Kiwi for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1585059895524-72359e06133a?w=500&auto=format&fit=crop&q=80
46,Fresh Fruits,Koozha Jackfruit,"Koozha Jackfruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
47,Fresh Fruits,Lemon,"Lemon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1582284540020-8acbe03f4924?w=500&auto=format&fit=crop&q=80
48,Fresh Fruits,Lime,"Lime for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1582284540020-8acbe03f4924?w=500&auto=format&fit=crop&q=80
49,Fresh Fruits,Local Guava,"Local Guava for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1536511132770-e5058c7e8c46?w=500&auto=format&fit=crop&q=80
50,Fresh Fruits,Local Papaya,"Local Papaya for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1517282009859-f000ec3b26fe?w=500&auto=format&fit=crop&q=80
51,Fresh Fruits,Malgoa Mango,"Malgoa Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
52,Fresh Fruits,Mandarin Orange,"Mandarin Orange for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1547514701-42782101795e?w=500&auto=format&fit=crop&q=80
53,Fresh Fruits,Mangosteen,"Mangosteen for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
54,Fresh Fruits,Mauritius Pineapple,"Mauritius Pineapple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1550258987-190a2d41a8ba?w=500&auto=format&fit=crop&q=80
55,Fresh Fruits,Medjool Dates,"Medjool Dates for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
56,Fresh Fruits,Monthan Banana,"Monthan Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1528825871115-3581a5387919?w=500&auto=format&fit=crop&q=80
57,Fresh Fruits,Muskmelon,"Muskmelon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1571575173700-afb9492e6a50?w=500&auto=format&fit=crop&q=80
58,Fresh Fruits,Muvandan Mango,"Muvandan Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
59,Fresh Fruits,Neelam Mango,"Neelam Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
60,Fresh Fruits,Nendran Banana,"Nendran Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1528825871115-3581a5387919?w=500&auto=format&fit=crop&q=80
61,Fresh Fruits,Njalipoovan Banana,"Njalipoovan Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=500&auto=format&fit=crop&q=80
62,Fresh Fruits,Orange,"Orange for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1547514701-42782101795e?w=500&auto=format&fit=crop&q=80
63,Fresh Fruits,Palayankodan Banana,"Palayankodan Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=500&auto=format&fit=crop&q=80
64,Fresh Fruits,Papaya,"Papaya for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1517282009859-f000ec3b26fe?w=500&auto=format&fit=crop&q=80
65,Fresh Fruits,Passion Fruit,"Passion Fruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1551024709-8f23befc6f87?w=500&auto=format&fit=crop&q=80
66,Fresh Fruits,Peach,"Peach for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1522184216316-3c25379f9760?w=500&auto=format&fit=crop&q=80
67,Fresh Fruits,Pear,"Pear for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1514756331096-242fdeb70d4a?w=500&auto=format&fit=crop&q=80
68,Fresh Fruits,Pineapple,"Pineapple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1550258987-190a2d41a8ba?w=500&auto=format&fit=crop&q=80
69,Fresh Fruits,Pink Guava,"Pink Guava for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1536511132770-e5058c7e8c46?w=500&auto=format&fit=crop&q=80
70,Fresh Fruits,Plum,"Plum for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1522184216316-3c25379f9760?w=500&auto=format&fit=crop&q=80
71,Fresh Fruits,Pomegranate,"Pomegranate for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1557800636-894a64c1696f?w=500&auto=format&fit=crop&q=80
72,Fresh Fruits,Pomelo,"Pomelo for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1547514701-42782101795e?w=500&auto=format&fit=crop&q=80
73,Fresh Fruits,Poovan Banana,"Poovan Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=500&auto=format&fit=crop&q=80
74,Fresh Fruits,Priyoor Mango,"Priyoor Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
75,Fresh Fruits,Rambutan,"Rambutan for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1527325678964-54921661f888?w=500&auto=format&fit=crop&q=80
76,Fresh Fruits,Rasthali Banana,"Rasthali Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1571771894821-ce9b6c11b08e?w=500&auto=format&fit=crop&q=80
77,Fresh Fruits,Raw Mango,"Raw Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1601493700631-2b16ec4b4716?w=500&auto=format&fit=crop&q=80
78,Fresh Fruits,Raw Papaya,"Raw Papaya for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1604977042946-1eecc30f269e?w=500&auto=format&fit=crop&q=80
79,Fresh Fruits,Red Delicious Apple,"Red Delicious Apple for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500&auto=format&fit=crop&q=80
80,Fresh Fruits,Red Flesh Dragon Fruit,"Red Flesh Dragon Fruit for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1527325678964-54921661f888?w=500&auto=format&fit=crop&q=80
81,Fresh Fruits,Red Globe Grapes,"Red Globe Grapes for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1596363505729-4190a9506133?w=500&auto=format&fit=crop&q=80
82,Fresh Fruits,Red Grapes,"Red Grapes for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1537640538966-79f369143f8f?w=500&auto=format&fit=crop&q=80
83,Fresh Fruits,Red Lady Papaya,"Red Lady Papaya for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1517282009859-f000ec3b26fe?w=500&auto=format&fit=crop&q=80
84,Fresh Fruits,Robusta Banana,"Robusta Banana for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1603833665858-e61d17a86224?w=500&auto=format&fit=crop&q=80
85,Fresh Fruits,Rose Apple,"Rose Apple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1568702846914-96b305d2aaeb?w=500&auto=format&fit=crop&q=80
86,Fresh Fruits,Royal Gala Apple,"Royal Gala Apple for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500&auto=format&fit=crop&q=80
87,Fresh Fruits,Safawi Dates,"Safawi Dates for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500&auto=format&fit=crop&q=80
88,Fresh Fruits,Sapota,"Sapota for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1596386461350-326ccb383e9f?w=500&auto=format&fit=crop&q=80
89,Fresh Fruits,Seedless Watermelon,"Seedless Watermelon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1563114773-84221bd62daa?w=500&auto=format&fit=crop&q=80
90,Fresh Fruits,Soursop,"Soursop for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
91,Fresh Fruits,Star Fruit,"Star Fruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1596547609652-9cf5d8d76921?w=500&auto=format&fit=crop&q=80
92,Fresh Fruits,Strawberry,"Strawberry for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1464965911861-746a04b4bca6?w=500&auto=format&fit=crop&q=80
93,Fresh Fruits,Sun Melon,"Sun Melon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1571575173700-afb9492e6a50?w=500&auto=format&fit=crop&q=80
94,Fresh Fruits,Sweet Lime,"Sweet Lime for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1582284540020-8acbe03f4924?w=500&auto=format&fit=crop&q=80
95,Fresh Fruits,Tender Coconut,"Tender Coconut for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1525385133512-2f3bdd039054?w=500&auto=format&fit=crop&q=80
96,Fresh Fruits,Tender Jackfruit,"Tender Jackfruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1597362925123-77861d3fbac7?w=500&auto=format&fit=crop&q=80
97,Fresh Fruits,Thai Guava,"Thai Guava for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1536511132770-e5058c7e8c46?w=500&auto=format&fit=crop&q=80
98,Fresh Fruits,Totapuri Mango,"Totapuri Mango for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1553279768-865429fa0078?w=500&auto=format&fit=crop&q=80
99,Fresh Fruits,Varikka Jackfruit,"Varikka Jackfruit for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1590165482129-1b8b27698780?w=500&auto=format&fit=crop&q=80
100,Fresh Fruits,Vazhakulam Pineapple,"Vazhakulam Pineapple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1550258987-190a2d41a8ba?w=500&auto=format&fit=crop&q=80
101,Fresh Fruits,Water Apple,"Water Apple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1568702846914-96b305d2aaeb?w=500&auto=format&fit=crop&q=80
102,Fresh Fruits,Watermelon,"Watermelon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1563114773-84221bd62daa?w=500&auto=format&fit=crop&q=80
103,Fresh Fruits,White Guava,"White Guava for everyday cooking, dining, and household needs.",500g / 1kg,,,https://images.unsplash.com/photo-1536511132770-e5058c7e8c46?w=500&auto=format&fit=crop&q=80
104,Fresh Fruits,Wood Apple,"Wood Apple for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500&auto=format&fit=crop&q=80
105,Fresh Fruits,Yellow Watermelon,"Yellow Watermelon for everyday cooking, dining, and household needs.",1 pc,,,https://images.unsplash.com/photo-1563114773-84221bd62daa?w=500&auto=format&fit=crop&q=80
