S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
11,Meat & Fish,Fresh Kerala Beef (Boneless Roast Cut),"Fresh Kerala Beef (Boneless Roast Cut) for everyday cooking, dining, and household needs.",500 g / 1 kg / 2 kg,,,https://images.unsplash.com/photo-1544025162-d76694265947?w=500&auto=format&fit=crop&q=80
12,Meat & Fish,Fresh Kerala Beef (Curry Cut with Bone),"Fresh Kerala Beef (Curry Cut with Bone) for everyday cooking, dining, and household needs.",500 g / 1 kg / 2 kg,,,https://images.unsplash.com/photo-1544025162-d76694265947?w=500&auto=format&fit=crop&q=80
13,Meat & Fish,Fresh Kuttanadan Duck Eggs,"Fresh Kuttanadan Duck Eggs for everyday cooking, dining, and household needs.",6 pcs / 10 pcs,,,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=500&auto=format&fit=crop&q=80
14,Meat & Fish,Fresh Mud Crab / Njandu,"Fresh Mud Crab / Njandu for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?w=500&auto=format&fit=crop&q=80
15,Meat & Fish,Fresh Pearl Spot / Karimeen (Whole),"Fresh Pearl Spot / Karimeen (Whole) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
16,Meat & Fish,Fresh Prawns / Chemmeen (Cleaned & Deveined),"Fresh Prawns / Chemmeen (Cleaned & Deveined) for everyday cooking, dining, and household needs.",250 g / 500 g / 1 kg,,,https://images.unsplash.com/photo-1565680018434-b513d5e5fd47?w=500&auto=format&fit=crop&q=80
17,Meat & Fish,Fresh Sardine / Mathi (Cleaned),"Fresh Sardine / Mathi (Cleaned) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
18,Meat & Fish,Fresh Sardine / Mathi (Whole),"Fresh Sardine / Mathi (Whole) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
19,Meat & Fish,Fresh Seer Fish / Neymeen (Steaks),"Fresh Seer Fish / Neymeen (Steaks) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
20,Meat & Fish,Fresh Squid / Koonthal (Cleaned Rings),"Fresh Squid / Koonthal (Cleaned Rings) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
21,Meat & Fish,Fresh Tuna / Choora (Curry Cut),"Fresh Tuna / Choora (Curry Cut) for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
22,Meat & Fish,Fresh White Pomfret / Vella Aavoli,"Fresh White Pomfret / Vella Aavoli for everyday cooking, dining, and household needs.",500 g / 1 kg,,,https://images.unsplash.com/photo-1534939561126-855b8675edd7?w=500&auto=format&fit=crop&q=80
23,Meat & Fish,Fresh Whole Chicken (Dressed),"Fresh Whole Chicken (Dressed) for everyday cooking, dining, and household needs.",1 kg / 1.5 kg / 2 kg,,,https://images.unsplash.com/photo-1604503468506-a8da13d82791?w=500&auto=format&fit=crop&q=80
24,Meat & Fish,Kerala Nadan Hen Eggs (Country Eggs),"Kerala Nadan Hen Eggs (Country Eggs) for everyday cooking, dining, and household needs.",6 pcs / 10 pcs,,,https://images.unsplash.com/photo-1516467508483-a7212febe31a?w=500&auto=format&fit=crop&q=80
25,Meat & Fish,Kerala Nadan Kozhi (Country Chicken),"Kerala Nadan Kozhi (Country Chicken) for everyday cooking, dining, and household needs.",1 kg / 1.5 kg,,,https://images.unsplash.com/photo-1604503468506-a8da13d82791?w=500&auto=format&fit=crop&q=80
26,Meat & Fish,Kuttanadan Duck Meat (Tharavu),"Kuttanadan Duck Meat (Tharavu) for everyday cooking, dining, and household needs.",1 kg / 1.5 kg,,,https://images.unsplash.com/photo-1604503468506-a8da13d82791?w=500&auto=format&fit=crop&q=80
