S.No.,Category,Product Name,Description,Quantity,Original Price (MRP),Selling Price,Image URL
69,Spices & Masalas,Loose Tamarind,,1 kg,,,
70,Spices & Masalas,Dry Ginger,,1 kg,,,
71,Spices & Masalas,Loose Dry Ginger,,1 kg,,,
72,Spices & Masalas,Dried Curry Leaves,,1 kg,,,
73,Spices & Masalas,Kokum Rinds,,1 kg,,,
74,Spices & Masalas,Kasuri Methi,,1 kg,,,
75,Spices & Masalas,Dry Amla,,1 kg,,,
76,Spices & Masalas,Sambar Powder,,1 kg,,,
77,Spices & Masalas,Rasam Powder,,1 kg,,,
78,Spices & Masalas,Kerala Chicken Masala,,1 kg,,,
79,Spices & Masalas,Chicken Fry Masala,,1 kg,,,
80,Spices & Masalas,Chicken 65 Masala,,1 kg,,,
81,Spices & Masalas,Chicken Sukka Masala,,1 kg,,,
82,Spices & Masalas,Kerala Meat Masala,,1 kg,,,
83,Spices & Masalas,Beef Roast Masala,,1 kg,,,
84,Spices & Masalas,Mutton Curry Masala,,1 kg,,,
85,Spices & Masalas,Fish Curry Masala,,1 kg,,,
86,Spices & Masalas,Fish Fry Masala,,1 kg,,,
87,Spices & Masalas,Malabar Biriyani Masala,,1 kg,,,
88,Spices & Masalas,Kerala Garam Masala,,1 kg,,,
89,Spices & Masalas,Egg Curry Masala,,1 kg,,,
90,Spices & Masalas,Vegetable Kurma Masala,,1 kg,,,
91,Spices & Masalas,Theeyal Masala,,1 kg,,,
92,Spices & Masalas,Avial Masala,,1 kg,,,
93,Spices & Masalas,Pulissery Masala,,1 kg,,,
94,Spices & Masalas,Kootu Curry Masala,,1 kg,,,
95,Spices & Masalas,Curry Powder,,1 kg,,,
96,Spices & Masalas,Idli Podi,,1 kg,,,
97,Spices & Masalas,Paruppu Podi,,1 kg,,,
98,Spices & Masalas,Chukku Kaapi Powder,,1 kg,,,
99,Spices & Masalas,Mango Pickle Masala,,1 kg,,,
100,Spices & Masalas,Fish Pickle Masala,,1 kg,,,
101,Spices & Masalas,Lemon Pickle Masala,,1 kg,,,
102,Spices & Masalas,Chana Masala,,1 kg,,,
103,Spices & Masalas,Pav Bhaji Masala,,1 kg,,,
104,Spices & Masalas,Chaat Masala,,1 kg,,,
105,Spices & Masalas,Kitchen King Masala,,1 kg,,,
106,Spices & Masalas,Paneer Butter Masala Mix,,1 kg,,,
107,Spices & Masalas,Shahi Paneer Masala,,1 kg,,,
108,Spices & Masalas,Dal Tadka Masala,,1 kg,,,
109,Spices & Masalas,Rajma Masala,,1 kg,,,
110,Spices & Masalas,Kebab Masala,,1 kg,,,
111,Spices & Masalas,Tandoori Chicken Masala,,1 kg,,,
112,Spices & Masalas,Shawarma Spice Mix,,1 kg,,,
113,Spices & Masalas,Chilli Chicken Masala,,1 kg,,,
114,Spices & Masalas,Schezwan Fried Rice Masala,,1 kg,,,
115,Spices & Masalas,Shahi Garam Masala,,1 kg,,,
116,Spices & Masalas,Crystal Salt,,1 kg,,,
117,Spices & Masalas,Loose Crystal Salt,,1 kg,,,
118,Spices & Masalas,Table Salt,,1 kg,,,
119,Spices & Masalas,Black Salt,,1 kg,,,
120,Spices & Masalas,Himalayan Pink Salt,,1 kg,,,
121,Spices & Masalas,Rock Salt Crystals,,1 kg,,,
